"","Reference","sampleID","Sample.Type","sample.matrix","sample.matrix.specific","compartment","Sampling.apparatus","min_mesh_size_um","max_mesh_size_um","site","specific.location","latitude","longitude","season","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","alpha.05","alpha.50","alpha.95","rescaling_correction_factor_5thPercentile","rescaling_correction_factor_50thPercentile","rescaling_correction_factor_95thPercentile","fiber_correction_factor_5thPercentile","fiber_correction_factor_50thPercentile","fiber_correction_factor_95thPercentile","plastic_proportion_correction_5thPercentile","plastic_proportion_correction_50thPercentile","plastic_proportion_correction_95thPercentile","combined_correction_factor_5thPercentile","combined_correction_factor_50thPercentile","combined_correction_factor_95thPercentile","particles.L_rescaled_corrected_5thPercentile","particles.L_rescaled_corrected_50thPercentile","particles.L_rescaled_corrected_95thPercentile","particles.fish_rescaled_corrected_5thPercentile","particles.fish_rescaled_corrected_50thPercentile","particles.fish_rescaled_corrected_95thPercentile","particles.kg_rescaled_corrected_5thPercentile","particles.kg_rescaled_corrected_50thPercentile","particles.kg_rescaled_corrected_95thPercentile"
"51","Zhu et. al 2021","AN TB101_8","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,3.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,54.1849053631927,144.541490928134,308.441636860665,NA,NA,NA
"52","Zhu et. al 2021","AN TB101_9","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,7.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,103.609379764244,276.384246219171,589.785042059152,NA,NA,NA
"53","Zhu et. al 2021","AN TB101_10","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,84.0076052142522,224.095334772301,478.204088156069,NA,NA,NA
"54","Zhu et. al 2021","AN TB102_1","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,5.47,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,76.5869334203266,204.300246867414,435.962727035616,NA,NA,NA
"55","Zhu et. al 2021","AN TB102_2","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,3.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,50.4045631285513,134.457200863381,286.922452893642,NA,NA,NA
"56","Zhu et. al 2021","AN TB102_3","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,0,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,0,0,0,NA,NA,NA
"57","Zhu et. al 2021","AN TB102_4","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,2,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,28.0025350714174,74.6984449241003,159.40136271869,NA,NA,NA
"58","Zhu et. al 2021","AN TB102_5","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,2.67,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,37.3833843203422,99.7224239736739,212.800819229451,NA,NA,NA
"59","Zhu et. al 2021","AN TB102_6","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,1.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,22.4020280571339,59.7587559392802,127.521090174952,NA,NA,NA
"60","Zhu et. al 2021","AN TB102_7","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,1.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,15.8214323153508,42.2046213821167,90.0617699360597,NA,NA,NA
"61","Zhu et. al 2021","AN TB102_8","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,1.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,22.4020280571339,59.7587559392802,127.521090174952,NA,NA,NA
"62","Zhu et. al 2021","AN TB102_9","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,1.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,22.4020280571339,59.7587559392802,127.521090174952,NA,NA,NA
"63","Zhu et. al 2021","AN TB102_10","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,0.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,12.1811027560666,32.4938235419836,69.33959278263,NA,NA,NA
"64","Zhu et. al 2021","TS TB101_1","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,6.33,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,88.6280235010361,236.420578184777,504.505313004653,NA,NA,NA
"65","Zhu et. al 2021","TS TB101_2","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,0.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,1.82016477964213,4.85539892006652,10.3610885767148,NA,NA,NA
"66","Zhu et. al 2021","TS TB101_3","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,15.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,215.619520049914,575.178025915572,1227.39049293391,NA,NA,NA
"67","Zhu et. al 2021","TS TB101_4","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,11.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,157.794285127437,420.925737147305,898.226678919817,NA,NA,NA
"68","Zhu et. al 2021","TS TB101_5","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,11.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,159.614449907079,425.781136067372,908.587767496532,NA,NA,NA
"69","Zhu et. al 2021","TS TB101_6","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,3.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,45.7841448417674,122.131957450904,260.621228045058,NA,NA,NA
"70","Zhu et. al 2021","TS TB101_7","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,11.33,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,158.63436117958,423.166690495028,903.008719801378,NA,NA,NA
"71","Zhu et. al 2021","TS TB101_8","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,1.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,26.1823702917753,69.8430460040338,149.040274141975,NA,NA,NA
"72","Zhu et. al 2021","TS TB101_9","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,2.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,33.6030420857009,89.6381339089203,191.281635262428,NA,NA,NA
"73","Zhu et. al 2021","TS TB101_10","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,1,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA
"74","Zhu et. al 2021","TS CB106_1","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,11.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,155.834107672438,415.696846002618,887.068583529509,NA,NA,NA
"75","Zhu et. al 2021","TS CB106_2","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,9.07,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,126.991496548878,338.757447730795,722.885179929258,NA,NA,NA
"76","Zhu et. al 2021","TS CB106_3","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,3.93,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,55.0249814153352,146.782444275857,313.223677742225,NA,NA,NA
"77","Zhu et. al 2021","TS CB106_4","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,8.87,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,124.191243041736,331.287603238385,706.945043657389,NA,NA,NA
"78","Zhu et. al 2021","TS CB106_5","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,9.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,131.611914835662,351.082691143271,749.186404777842,NA,NA,NA
"79","Zhu et. al 2021","TS CB106_6","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,3.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,47.6043096214096,126.98735637097,270.982316621773,NA,NA,NA
"80","Zhu et. al 2021","TS CB106_7","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,9,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,126.011407821378,336.143002158451,717.306132234104,NA,NA,NA
"81","Zhu et. al 2021","TS CB106_8","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,16.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,229.620787585623,612.527248377622,1307.09117429326,NA,NA,NA
"82","Zhu et. al 2021","TS CB106_9","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,6.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,92.4083657356774,246.504868249531,526.024496971676,NA,NA,NA
"83","Zhu et. al 2021","TS CB106_10","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,1.8,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,25.2022815642757,67.2286004316903,143.461226446821,NA,NA,NA
"84","Zhu et. al 2021","AN CB106_1","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,17.53,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,245.442219900974,654.731869759739,1397.15294422932,NA,NA,NA
"85","Zhu et. al 2021","AN CB106_2","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,17.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,241.801890341689,645.021071919606,1376.43076707589,NA,NA,NA
"86","Zhu et. al 2021","AN CB106_3","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,11.07,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,154.994031620295,413.455892654895,882.286542647948,NA,NA,NA
"87","Zhu et. al 2021","AN CB106_4","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,24,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,336.030420857009,896.381339089203,1912.81635262428,NA,NA,NA
"88","Zhu et. al 2021","AN CB106_5","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,20.33,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,284.645769000958,759.309692653479,1620.31485203548,NA,NA,NA
"89","Zhu et. al 2021","AN CB106_6","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,14.53,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,203.438417293847,542.684202373589,1158.05090015128,NA,NA,NA
"90","Zhu et. al 2021","AN CB106_7","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,17.73,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,248.242473408115,662.201714252149,1413.09308050118,NA,NA,NA
"91","Zhu et. al 2021","AN CB106_8","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,9.53,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,133.432079615304,355.938090063338,759.547493354557,NA,NA,NA
"92","Zhu et. al 2021","AN CB106_9","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,13.47,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,188.597073705996,503.094026563815,1073.56817791038,NA,NA,NA
"93","Zhu et. al 2021","AN CB106_10","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.7579","-122.3055",NA,NA,14.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,204.418506021347,545.298647945932,1163.62994784644,NA,NA,NA
"94","Zhu et. al 2021","AN CB010_1","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,35.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,491.864528529447,1312.07818509182,2799.88493615379,NA,NA,NA
"95","Zhu et. al 2021","AN CB010_2","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,20.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,285.625857728458,761.924138225823,1625.89389973064,NA,NA,NA
"96","Zhu et. al 2021","AN CB010_4","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,28.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,393.855655779486,1050.63362785747,2241.98016663837,NA,NA,NA
"97","Zhu et. al 2021","AN CB010_3","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,13.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,183.836642743855,490.395290926718,1046.4699462482,NA,NA,NA
"98","Zhu et. al 2021","AN CB010_5","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,13.13,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,183.836642743855,490.395290926718,1046.4699462482,NA,NA,NA
"99","Zhu et. al 2021","AN CB010_6","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,5.73,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,80.2272629796109,214.011044707547,456.684904189046,NA,NA,NA
"100","Zhu et. al 2021","AN CB010_7","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,14.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,201.618252514205,537.828803453522,1147.68981157457,NA,NA,NA
"101","Zhu et. al 2021","AN CB010_8","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,15.07,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,210.99910176313,562.852782503096,1201.08926808533,NA,NA,NA
"102","Zhu et. al 2021","AN CB010_9","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,21.93,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,307.047797058092,819.06844859276,1747.83594221043,NA,NA,NA
"103","Zhu et. al 2021","AN CB010_10","sample","fish","anchovy","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,7.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,103.609379764244,276.384246219171,589.785042059152,NA,NA,NA
"104","Zhu et. al 2021","TS CB010_1","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,21.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,302.427378771308,806.743205180283,1721.53471736185,NA,NA,NA
"105","Zhu et. al 2021","TS CB010_2","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,35.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,495.644870764088,1322.16247515658,2821.40412012081,NA,NA,NA
"106","Zhu et. al 2021","TS CB010_3","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,22.53,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,315.448557579517,841.47798206999,1795.65635102604,NA,NA,NA
"107","Zhu et. al 2021","TS CB010_4","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,6.67,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,93.388454463177,249.119313821874,531.60354466683,NA,NA,NA
"108","Zhu et. al 2021","TS CB010_5","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,12.33,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,172.635628715288,460.515912957078,982.709401160722,NA,NA,NA
