"","Reference","sampleID","Sample.Type","sample.matrix","sample.matrix.specific","compartment","Sampling.apparatus","min_mesh_size_um","max_mesh_size_um","site","specific.location","latitude","longitude","season","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","alpha.05","alpha.50","alpha.95","rescaling_correction_factor_5thPercentile","rescaling_correction_factor_50thPercentile","rescaling_correction_factor_95thPercentile","fiber_correction_factor_5thPercentile","fiber_correction_factor_50thPercentile","fiber_correction_factor_95thPercentile","plastic_proportion_correction_5thPercentile","plastic_proportion_correction_50thPercentile","plastic_proportion_correction_95thPercentile","combined_correction_factor_5thPercentile","combined_correction_factor_50thPercentile","combined_correction_factor_95thPercentile","particles.L_rescaled_corrected_5thPercentile","particles.L_rescaled_corrected_50thPercentile","particles.L_rescaled_corrected_95thPercentile","particles.fish_rescaled_corrected_5thPercentile","particles.fish_rescaled_corrected_50thPercentile","particles.fish_rescaled_corrected_95thPercentile","particles.kg_rescaled_corrected_5thPercentile","particles.kg_rescaled_corrected_50thPercentile","particles.kg_rescaled_corrected_95thPercentile"
"168","Zhu et. al 2021","TS SOSL40_7","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,8.8,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,123.211154314237,328.673157666041,701.365995962235,NA,NA,NA
"169","Zhu et. al 2021","TS SOSL40_8","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,10.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,143.793017591728,383.576514685255,818.525997560472,NA,NA,NA
"170","Zhu et. al 2021","TS SOSL40_9","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,7.8,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,109.209886778528,291.323935203991,621.66531460289,NA,NA,NA
"171","Zhu et. al 2021","TS SOSL40_10","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"general",NA,"37.4621","-122.0217",NA,NA,0.8,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,11.201014028567,29.8793779696401,63.7605450874759,NA,NA,NA
"172","Zhu et. al 2021","TS TB102_1","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,20.47,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,286.605946455957,764.538583798166,1631.47294742579,NA,NA,NA
"173","Zhu et. al 2021","TS TB102_2","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,13.33,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,186.636896250997,497.865135419128,1062.41008252007,NA,NA,NA
"174","Zhu et. al 2021","TS TB102_3","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,4.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,59.7854123774761,159.481179912954,340.321909404403,NA,NA,NA
"175","Zhu et. al 2021","TS TB102_4","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,2.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,36.4032955928426,97.1079784013304,207.221771534297,NA,NA,NA
"176","Zhu et. al 2021","TS TB102_5","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,6.4,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,89.6081122285357,239.035023757121,510.084360699807,NA,NA,NA
"177","Zhu et. al 2021","TS TB102_6","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,6.47,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,90.5882009560353,241.649469329464,515.663408394961,NA,NA,NA
"178","Zhu et. al 2021","TS TB102_7","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,1,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA
"179","Zhu et. al 2021","TS TB102_8","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,3.73,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,52.2247279081935,139.312599783447,297.283541470356,NA,NA,NA
"180","Zhu et. al 2021","TS TB102_9","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,2.27,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,31.7828773060588,84.7827349888538,180.920546685713,NA,NA,NA
"181","Zhu et. al 2021","TS TB102_10","sample","fish","topsmelt","marine","otter trawl/cast net",25,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,5.6,NA,2.52324644998914,2.59054973024628,2.65637013529981,134.754079504027,167.335305403193,206.810610477451,NA,NA,NA,0.0846322743446807,0.224011531342449,0.457046955760648,14.0012675357087,37.3492224620501,79.7006813593449,NA,NA,NA,78.4070981999687,209.155645787481,446.323815612331,NA,NA,NA
"182","Zhu et. al 2021","RMP_14SC_1153","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"general",NA,"37.8766","-122.3615",NA,NA,NA,425.56,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,13320.955721618,55971.4783737659,239011.390352321
"183","Zhu et. al 2021","﻿15RMPMC_CB10_MP1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Central Bay",NA,"37.9067","-122.3467",NA,NA,NA,1140.55,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,35701.7014011923,150010.033036937,640578.158817416
"184","Zhu et. al 2021","15RMPMC-CB15-MP1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Central Bay",NA,"37.8279","-122.3034",NA,NA,NA,1610.94,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,50425.9338522965,211877.745491669,904767.856880741
"185","Zhu et. al 2021","15RMPMC_CB32_MP1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Central Bay",NA,"37.7566","-122.2204",NA,NA,NA,12095.68,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,378621.15260565,1590875.76730894,6793414.07570439
"186","Zhu et. al 2021","﻿15RMPC_CB37_MP1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Central Bay",NA,"37.6414","-122.3945",NA,NA,NA,2730.69,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,85476.5499094488,359152.073222246,1533663.90995671
"187","Zhu et. al 2021","17MMP_S_LSB02_MP_1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Lower South Bay",NA,"37.4628","-122.105",NA,NA,NA,42104.17,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,1317952.30817153,5537721.21581061,23647373.3699842
"188","Zhu et. al 2021","17MMP_S_LSB04_MP_1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Lower South Bay",NA,"37.4864","-122.069",NA,NA,NA,3647.26,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,114167.189033811,479703.29498426,2048446.00896796
"189","Zhu et. al 2021","17MMP-S-LSB06-MP","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Lower South Bay",NA,"37.4576","-122.092",NA,NA,NA,7108.7,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,222517.806979664,934966.745736418,3992528.12904771
"190","Zhu et. al 2021","15RMP_14SC_1270 ","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"general",NA,"37.6104","-122.167",NA,NA,NA,2893.81,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,90582.5615113623,380606.315990196,1625278.57767518
"191","Zhu et. al 2021","17MMP_S_SB051_MP_1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,NA,NA,"37.6018","-122.362",NA,NA,NA,835.84,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,26163.6141328066,109933.265541706,469440.926102275
"192","Zhu et. al 2021","17MMP_SB056_MP_1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,NA,NA,"37.5605","-122.131",NA,NA,NA,26.67,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,834.829140651264,3507.75290964456,14978.9307752054
"193","Zhu et. al 2021","17MMP_S_SB074_MP_1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,NA,NA,"37.5277","-122.184",NA,NA,NA,313.33,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,9807.91206000227,41210.5069058466,175978.566921451
"194","Zhu et. al 2021","17MMP_S_SOSL16_MP_1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"general",NA,"37.4576","-122.04",NA,NA,NA,9270.83,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,290197.18942722,1219339.36660368,5206866.17167969
"195","Zhu et. al 2021","17MMP_S_SOSL40_MP1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"general",NA,"37.4621","-122.022",NA,NA,NA,7045.45,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,220537.944094542,926647.834167801,3957004.41807914
"196","Zhu et. al 2021","17MMP-S-SPB128-MP","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"San Pablo Bay",NA,"38.0157","-122.3002",NA,NA,NA,567.78,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,17772.7517614914,74676.8634059988,318887.788359434
"197","Zhu et. al 2021","17MMP_S_SPB15_MP1","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"San Pablo Bay",NA,"38.1084","-122.4881",NA,NA,NA,1028.07,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,32180.8321945761,135216.180495624,577404.92546177
"198","Zhu et. al 2021","17MMP-S-SUB52-MP","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Suisin Bay",NA,"38.1362","-122.035",NA,NA,NA,250,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,7825.54500048054,32881.0733937435,140409.924776953
"199","Zhu et. al 2021","17MMP_S_SUB53_MP","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Suisin Bay",NA,"38.0441","-122.0969",NA,NA,NA,131.02,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,4101.21162385184,17232.3129441931,73586.0333771057
"200","Zhu et. al 2021","17MMP_S_TB101_MP","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Tomales Bay",NA,"38.2093","-122.9292",NA,NA,NA,100.07,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,3132.40915279235,13161.6360580477,56203.2846897189
"201","Zhu et. al 2021","17MMP_S_TB102_MP","sample","sediment","sediment","marine","Van Veen Grab",45,5000,"Tomales Bay",NA,"38.0908","-122.8358",NA,NA,NA,216.38,2.24187564516874,2.57053396853038,2.8967622538267,113.325058723903,395.086149977746,1367.12519776259,NA,NA,NA,0.164575036256189,0.335817900182229,0.677439949585246,31.3021800019221,131.524293574974,561.639699107813,NA,NA,NA,NA,NA,NA,6773.16570881591,28459.2266437529,121527.598092949
"202","Zhu et. al 2021","CB4 Aug 21","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.92","-122.44","dry",2.3e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.00816157387101652,0.0659268999915684,0.415111719785605,NA,NA,NA,NA,NA,NA
"203","Zhu et. al 2021","CB4 Richmond Bdg Nov 16","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.92","-122.43","wet",0.006114,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,2.16955924553891,17.5250898499326,110.347524120399,NA,NA,NA,NA,NA,NA
"204","Zhu et. al 2021","CB5 Aug 22","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.84","-122.42","dry",0.000439,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.155779605625055,1.25834387375211,7.9232193472122,NA,NA,NA,NA,NA,NA
"205","Zhu et. al 2021","CB5 Nov 16","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.85","-122.41","wet",0.001888,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.669958759499096,5.41173857322092,34.0752576937053,NA,NA,NA,NA,NA,NA
"206","Zhu et. al 2021","CB5 Nov 5","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.85","-122.41","wet",0.000511,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.181328880351715,1.46472373459528,9.22269951349757,NA,NA,NA,NA,NA,NA
"207","Zhu et. al 2021","CB6 Aug 22","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.83","-122.32","dry",8.3e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0294526361432335,0.237910117360877,1.49801185835675,NA,NA,NA,NA,NA,NA
"208","Zhu et. al 2021","CB6 Nov 16","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.83","-122.32","wet",0.000464,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.164650881571812,1.33000354765599,8.37442773828351,NA,NA,NA,NA,NA,NA
"209","Zhu et. al 2021","CB7 Aug 22 DUP","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"N/A","N/A","dry",0.000774,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.2746547033116,2.21858350406408,13.9694117875677,NA,NA,NA,NA,NA,NA
"210","Zhu et. al 2021","CB7 Bay Bridge Nov 16","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.78","-122.35","wet",0.000729,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.258686406607437,2.0895960910371,13.1572366836394,NA,NA,NA,NA,NA,NA
"211","Zhu et. al 2021","CB8 Aug 25","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.75","-122.23","dry",0.002265,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.803737600776193,6.49236645569141,40.8794802310607,NA,NA,NA,NA,NA,NA
"212","Zhu et. al 2021","CB8 Jan 11","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.75","-122.23","wet",0.004343,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,1.54111805747064,12.4487185505818,78.3839216969079,NA,NA,NA,NA,NA,NA
"213","Zhu et. al 2021","CB9 Aug 22","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.69","-122.29","dry",0.000188,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0667119951196133,0.538880747757168,3.39308710085625,NA,NA,NA,NA,NA,NA
"214","Zhu et. al 2021","CB9 Jan 11 Total","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.69","-122.3","wet",0.055591,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,19.7265240462469,159.345317279621,1003.32502672181,NA,NA,NA,NA,NA,NA
"215","Zhu et. al 2021","CBNMS22 Mar 30","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"38.1","-123.11","wet",8.8e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.031226891332585,0.252242052141653,1.58825353657101,NA,NA,NA,NA,NA,NA
"216","Zhu et. al 2021","CBNMS22 Sept 12","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"38.11","-123.11","dry",0.000163,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0578407191728562,0.467221073853289,2.94187870978494,NA,NA,NA,NA,NA,NA
"217","Zhu et. al 2021","CBNMS23 Mar 29","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"38.02","-123.33","wet",0.000126,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0447112307716557,0.361164756475549,2.2740902909994,NA,NA,NA,NA,NA,NA
"218","Zhu et. al 2021","CBNMS23 Sept 12","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"38.03","-123.31","dry",0.000139,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0493242942639694,0.398427786905565,2.50871865435648,NA,NA,NA,NA,NA,NA
"219","Zhu et. al 2021","CBNMS24 Sept 13","sample","water","surface water","marine","Manta Trawl",333,5000,"Central Bay",NA,"37.99","-123.5","dry",0,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0,0,0,NA,NA,NA,NA,NA,NA
"220","Zhu et. al 2021","GFNMS24 Mar 29","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"N/A","N/A","wet",2.3e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.00816157387101652,0.0659268999915684,0.415111719785605,NA,NA,NA,NA,NA,NA
"221","Zhu et. al 2021","GFNMS25 Mar 30","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.97","-122.93","wet",0.000218,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0773575262557218,0.624872356441822,3.93453717014182,NA,NA,NA,NA,NA,NA
"222","Zhu et. al 2021","GFNMS25 Sept 11","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.97","-122.93","dry",2e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.00709702075740567,0.057327739123103,0.360966712857048,NA,NA,NA,NA,NA,NA
"223","Zhu et. al 2021","GFNMS26 Mar 29","sample","water","surface water","marine","Manta Trawl",333,5000,"National Marine Sanctuary",NA,"37.82","-123.02","wet",7.9e-05,NA,NA,2.02094209877948,2.06986330539867,2.12020516005969,401.257621574128,528.742419712721,703.117165762182,1.24302429830781,8.9542438654141,52.4863718265876,0.316104173604082,0.637597535015701,0.947002931694438,354.851037870284,2866.38695615515,18048.3356428524,0.0280332319917524,0.226444569536257,1.42581851578534,NA,NA,NA,NA,NA,NA
