"","sampleID","specific.location","System","Sampling.location","latitude","longitude","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","sample.matrix","sample.matrix.specific","Sampling.apparatus","x1M","x2M","Sample.Type","season","locationNew","matrix","locationMatrix","proportion","proportion.upper95","proportion.lower95","proportion.sd","proportion.n","unaligned.particle.L.master","particles.fish.blank.corrected.particle.corrected","particles.kg.blank.corrected.particle.corrected","particles.L.blank.corrected.particle.corrected.upper95","particles.L.blank.corrected.particle.corrected.lower95","particles.L.blank.corrected.particle.corrected.sd","CF","particle.L.master","particle.fish.master","particles.kg.master","source","Reference","compartment","Conc","alpha","alpha.se","alpha.n","alpha.upper.68","alpha.lower.68","alpha.upper.95","alpha.lower.95","alpha.upper.99","alpha.lower.99","alpha.sd","CF.upper.68","CF.upper.95","CF.upper.99","CF.lower.68","CF.lower.95","CF.lower.99","CF.sd","conc.upper.68","conc.upper.95","conc.upper.99","conc.lower.68","conc.lower.95","conc.lower.99","conc.alignment.sd"
"246","SB10 Mar 19",NA,"Estuary","South Bay","37.65","-122.23",0.000236,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","South Bay","Surface (Manta Trawl)","South Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000169813619154642,NA,NA,0.000183738105022756,0.000155889133286527,5.72769357557558e-05,356.68887936576,0.060570629517313,NA,NA,"SFEI","Zhu et. al 2021","marine",0.060570629517313,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.141405087629809,0.321551531187789,0.787312532747932,0.0262718489840871,0.0119994286254566,0.00529902861993639,0.000233810422559785
"247","SB11 Aug 23",NA,"Estuary","South Bay","37.6","-122.25",0.000181,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","South Bay","Surface (Manta Trawl)","South Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000130238411300806,NA,NA,0.000140917783936944,0.000119559038664667,4.39284973381008e-05,356.68887936576,0.0464545929772613,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0464545929772613,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.108450512122862,0.246613674343177,0.603828679777015,0.0201491723140668,0.00920295161528666,0.00406408550935799,0.000179320705437801
"248","SB11 Mar 19",NA,"Estuary","South Bay","37.59","-122.2",0.002605,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","South Bay","Surface (Manta Trawl)","South Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.00187442575380441,NA,NA,0.00202812611688254,0.00172072539072628,0.000632230583236203,356.68887936576,0.668586821578815,NA,NA,"SFEI","Zhu et. al 2021","marine",0.668586821578815,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,1.56084853082903,3.54932940145843,8.6904624907134,0.289992231370961,0.13245132020896,0.0584913964192131,0.00258083114732305
"249","SB12 Aug 23",NA,"Estuary","South Bay","37.59","-122.28",0.000128,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","South Bay","Surface (Manta Trawl)","South Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,9.21023019143819e-05,NA,NA,9.96545654360712e-05,8.45500383926926e-05,3.10654566810879e-05,356.68887936576,0.0328518668568477,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0328518668568477,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0766942848161675,0.174400830474733,0.427016966914132,0.0142491384320472,0.00650816467821377,0.00287404942098245,0.000126812432574799
"250","SB12 Mar 19",NA,"Estuary","South Bay","37.58","-122.27",0.000488,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","South Bay","Surface (Manta Trawl)","South Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000351140026048581,NA,NA,0.000379933030725022,0.00032234702137214,0.000118437053596648,356.68887936576,0.125247742391732,NA,NA,"SFEI","Zhu et. al 2021","marine",0.125247742391732,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.292396960861639,0.664903166184919,1.62800218636013,0.0543248402721801,0.02481237783569,0.0109573134174956,0.00048347239919142
"251","SB13 Aug 23",NA,"Estuary","South Bay","37.57","-122.21",0.002899,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","South Bay","Surface (Manta Trawl)","South Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.00208597322851401,NA,NA,0.00225702019686852,0.0019149262601595,0.000703584054050576,356.68887936576,0.744043453265637,NA,NA,"SFEI","Zhu et. al 2021","marine",0.744043453265637,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,1.73700571626617,3.94990630895508,9.6712670865943,0.32272072120707,0.147399760954232,0.0650927286830322,0.00287210345339329
"252","SB13 Mar 19",NA,"Estuary","South Bay","37.56","-122.22",0.001384,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","South Bay","Surface (Manta Trawl)","South Bay Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000995856139449254,NA,NA,0.00107751498877752,0.000914197290120989,0.000335895250364263,356.68887936576,0.355210810389666,NA,NA,"SFEI","Zhu et. al 2021","marine",0.355210810389666,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.829256954574812,1.88570897950805,4.61712095475906,0.154068809296511,0.0703695305831864,0.0310756593643727,0.00137115942721501
"253","SF Bay Treasure Island Sept 18",NA,"Estuary","Treasure Island","37.82","-122.36",0.000426,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000306527973558802,NA,NA,0.000331662850591925,0.00028139309652568,0.000103389723016746,356.68887936576,0.109335119382946,NA,NA,"SFEI","Zhu et. al 2021","marine",0.109335119382946,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.255248166653808,0.580427763923721,1.4211658430111,0.0474229138441572,0.0216599855696802,0.00956519572920721,0.000422047627163002
"254","SF Bay Treasure Island Sept 18",NA,"Estuary","Treasure Island","37.82","-122.36",0.000426,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000306527973558802,NA,NA,0.000331662850591925,0.00028139309652568,0.000103389723016746,356.68887936576,0.109335119382946,NA,NA,"SFEI","Zhu et. al 2021","marine",0.109335119382946,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.255248166653808,0.580427763923721,1.4211658430111,0.0474229138441572,0.0216599855696802,0.00956519572920721,0.000422047627163002
"255","SPB2 Aug 21 2017",NA,"Estuary","SPB","38.05","-122.42",5.9e-05,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,4.24534047886604e-05,NA,NA,4.59345262556891e-05,3.89722833216317e-05,1.43192339389389e-05,356.68887936576,0.0151426573793283,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0151426573793283,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0353512719074522,0.0803878827969472,0.196828133186983,0.00656796224602177,0.00299985715636416,0.0013247571549841,5.84526056399463e-05
"256","SPB2 Aug 21 2017",NA,"Estuary","SPB","38.05","-122.42",5.9e-05,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,4.24534047886604e-05,NA,NA,4.59345262556891e-05,3.89722833216317e-05,1.43192339389389e-05,356.68887936576,0.0151426573793283,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0151426573793283,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0353512719074522,0.0803878827969472,0.196828133186983,0.00656796224602177,0.00299985715636416,0.0013247571549841,5.84526056399463e-05
"257","SPB2 Nov 16",NA,"Estuary","SPB","38.06","-122.42",9.2e-05,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,6.6198529500962e-05,NA,NA,7.16267189071762e-05,6.07703400947478e-05,2.23282969895319e-05,356.68887936576,0.0236122793033593,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0236122793033593,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0551240172116204,0.125350596903714,0.306918444969533,0.010241568248034,0.00467774336246615,0.00206572302133113,9.11464359131365e-05
"258","SPB2 Nov 16",NA,"Estuary","SPB","38.06","-122.42",9.2e-05,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,6.6198529500962e-05,NA,NA,7.16267189071762e-05,6.07703400947478e-05,2.23282969895319e-05,356.68887936576,0.0236122793033593,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0236122793033593,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0551240172116204,0.125350596903714,0.306918444969533,0.010241568248034,0.00467774336246615,0.00206572302133113,9.11464359131365e-05
"259","SPB3 Aug 21",NA,"Estuary","SPB","38.64","-122.37",0.000637,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000458352861870791,NA,NA,0.000495937173302948,0.000420768550438634,0.000154599186764476,356.68887936576,0.163489368654781,NA,NA,"SFEI","Zhu et. al 2021","marine",0.163489368654781,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.381673901780459,0.867916632909413,2.12507662440861,0.0709117279782351,0.0323882882814232,0.014302886571608,0.000631089996485522
"260","SPB3 Aug 21",NA,"Estuary","SPB","38.64","-122.37",0.000637,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.000458352861870791,NA,NA,0.000495937173302948,0.000420768550438634,0.000154599186764476,356.68887936576,0.163489368654781,NA,NA,"SFEI","Zhu et. al 2021","marine",0.163489368654781,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.381673901780459,0.867916632909413,2.12507662440861,0.0709117279782351,0.0323882882814232,0.014302886571608,0.000631089996485522
"261","SPB3 Nov 17",NA,"Estuary","SPB","38.02","-122.37",0.001409,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.00101384487029191,NA,NA,0.00109697877108925,0.000930710969494561,0.000341962722372288,356.68887936576,0.361627190635144,NA,NA,"SFEI","Zhu et. al 2021","marine",0.361627190635144,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.844236307077969,1.91977164171015,4.70052270610947,0.15685184414652,0.0716406564969,0.0316369971419084,0.00139592748045228
"262","SPB3 Nov 17",NA,"Estuary","SPB","38.02","-122.37",0.001409,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,0.00101384487029191,NA,NA,0.00109697877108925,0.000930710969494561,0.000341962722372288,356.68887936576,0.361627190635144,NA,NA,"SFEI","Zhu et. al 2021","marine",0.361627190635144,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.844236307077969,1.91977164171015,4.70052270610947,0.15685184414652,0.0716406564969,0.0316369971419084,0.00139592748045228
"263","SUB1 Aug 21",NA,"Estuary","SUB","38.11","-122.06",8.1e-05,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,5.82834879301948e-05,NA,NA,6.30626546900138e-05,5.35043211703758e-05,1.96586093060009e-05,356.68887936576,0.020789071995349,NA,NA,"SFEI","Zhu et. al 2021","marine",0.020789071995349,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.048533102110231,0.110363025534792,0.270221674375349,0.00901703291402989,0.00411844796043215,0.00181873439921546,8.02484924887398e-05
"264","SUB1 Aug 21",NA,"Estuary","SUB","38.11","-122.06",8.1e-05,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","dry","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,5.82834879301948e-05,NA,NA,6.30626546900138e-05,5.35043211703758e-05,1.96586093060009e-05,356.68887936576,0.020789071995349,NA,NA,"SFEI","Zhu et. al 2021","marine",0.020789071995349,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.048533102110231,0.110363025534792,0.270221674375349,0.00901703291402989,0.00411844796043215,0.00181873439921546,8.02484924887398e-05
"265","SUB1 Nov 17",NA,"Estuary","SUB","38.11","-122.06",0.000131,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,9.42609496155002e-05,NA,NA,0.000101990219313479,8.65316799175213e-05,3.17935533220509e-05,356.68887936576,0.0336218324863051,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0336218324863051,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0784918071165465,0.178488349938985,0.437025177076182,0.0145831026140483,0.00666069978785941,0.00294140995428673,0.000129784598963271
"266","SUB1 Nov 17",NA,"Estuary","SUB","38.11","-122.06",0.000131,NA,NA,"water","surface water","Manta Trawl",333,5000,"sample","wet","general","Surface (Manta Trawl)","general Surface (Manta Trawl)",0.719549233706109,0.778551292469307,0.660547174942911,0.242698880320999,65,9.42609496155002e-05,NA,NA,0.000101990219313479,8.65316799175213e-05,3.17935533220509e-05,356.68887936576,0.0336218324863051,NA,NA,"SFEI","Zhu et. al 2021","marine",0.0336218324863051,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,832.707578660329,1893.55560990056,4636.33327331044,154.709905571016,70.6623454890817,31.2049684019207,1.37686496362147,0.0784918071165465,0.178488349938985,0.437025177076182,0.0145831026140483,0.00666069978785941,0.00294140995428673,0.000129784598963271
"267","CB4 Aug 21 grab",NA,"Estuary","Central Bay","37.9156 ","-122.4412 ",3.465346535,NA,NA,"water","surface water","1-L grab",50,5000,"sample","dry","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,2.1485148517,NA,NA,NA,NA,NA,50.4949494949495,108.48914892574,NA,NA,"SFEI","Zhu et. al 2021","marine",108.48914892574,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,194.138539071863,340.189853732604,625.446367689775,60.9121650961731,35.2939382749665,19.8831791123221,2.39447835001853
"268","CB4 Nov 22 grab",NA,"Estuary","Central Bay","37.9229 ","-122.4330 ",2.734877735,NA,NA,"water","surface water","1-L grab",50,5000,"sample","wet","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,1.6956241957,NA,NA,NA,NA,NA,50.4949494949495,85.6204581242859,NA,NA,"SFEI","Zhu et. al 2021","marine",85.6204581242859,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,153.215605611306,268.480409462486,493.60701106084,48.0723420961327,27.854243433888,15.691955568105,1.88974045171653
"269","CB5 Aug 22 grab",NA,"Estuary","Central Bay","37.8430 ","-122.4150 ",7.433102081,NA,NA,"water","surface water","1-L grab",50,5000,"sample","dry","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,4.60852329022,NA,NA,NA,NA,NA,50.4949494949495,232.707150785957,NA,NA,"SFEI","Zhu et. al 2021","marine",232.707150785957,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,416.423455548397,729.700733873331,1341.57050392328,130.655429857199,75.7048229920646,42.6490391491819,5.1361102927711
"270","CB5 Nov 22 grab",NA,"Estuary","Central Bay","37.8445 ","-122.4069 ",0.62774639,NA,NA,"water","surface water","1-L grab",50,5000,"sample","wet","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,0.3892027618,NA,NA,NA,NA,NA,50.4949494949495,19.6527738003859,NA,NA,"SFEI","Zhu et. al 2021","marine",19.6527738003859,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,35.1681327772998,61.6252805999011,113.299404688792,11.0342187599448,6.39348536061865,3.60183138494794,0.433758968973441
"271","CB6 Aug 22 grab",NA,"Estuary","Central Bay","37.8342 ","-122.3204 ",1.95095948827292,NA,NA,"water","surface water","1-L grab",50,5000,"sample","dry","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,1.20959488272921,NA,NA,NA,NA,NA,50.4949494949495,61.0784325127609,NA,NA,"SFEI","Zhu et. al 2021","marine",61.0784325127609,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,109.298282586245,191.523882604659,352.120780166131,34.2930108851655,19.870175481906,11.1940542033597,1.34807015957864
"272","CB6 Nov 22 grab",NA,"Estuary","Central Bay","37.8339 ","-122.3221 ",4.984423676,NA,NA,"water","surface water","1-L grab",50,5000,"sample","wet","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,3.09034267912,NA,NA,NA,NA,NA,50.4949494949495,156.046697504251,NA,NA,"SFEI","Zhu et. al 2021","marine",156.046697504251,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,279.241547937671,489.31624706323,899.618451342303,87.6137594884969,50.7654688442366,28.5992144568037,3.44412729259753
"273","CB7 Aug 22 grab",NA,"Estuary","Central Bay","N/A ","N/A ",2.32510729613734,NA,NA,"water","surface water","1-L grab",50,5000,"sample","dry","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,1.44156652360515,NA,NA,NA,NA,NA,50.4949494949495,72.791828803052,NA,NA,"SFEI","Zhu et. al 2021","marine",72.791828803052,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,130.259103699547,228.253625718725,419.649203382799,40.8695979054903,23.6808043766236,13.3408085908688,1.60659807780839
"274","CB7 Nov 22 grab",NA,"Estuary","Central Bay","37.7795 ","-122.3537 ",1.582779361,NA,NA,"water","surface water","1-L grab",50,5000,"sample","wet","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,0.98132320382,NA,NA,NA,NA,NA,50.4949494949495,49.5518656151129,NA,NA,"SFEI","Zhu et. al 2021","marine",49.5518656151129,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,88.6717878613651,155.379981156653,285.669439461065,27.821320833083,16.1203263528809,9.08154068062046,1.09366577757588
"275","CB8 Aug 22 grab",NA,"Estuary","Central Bay","37.7514 ","-122.2260 ",2.703562341,NA,NA,"water","surface water","1-L grab",50,5000,"sample","dry","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,1.67620865142,NA,NA,NA,NA,NA,50.4949494949495,84.6400711964503,NA,NA,"SFEI","Zhu et. al 2021","marine",84.6400711964503,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,151.4612284429,265.406206292083,487.955022368727,47.5218954293667,27.5353017142853,15.5122766870505,1.86810220220874
"276","CB8 Jan 11 grab",NA,"Estuary","Central Bay","37.7505 ","-122.2278 ",2.551020408,NA,NA,"water","surface water","1-L grab",50,5000,"sample","wet","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,1.58163265296,NA,NA,NA,NA,NA,50.4949494949495,79.8644609307782,NA,NA,"SFEI","Zhu et. al 2021","marine",79.8644609307782,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,142.915396815178,250.43130627812,460.423346401657,44.8405880007619,25.9816892506342,14.6370341837841,1.7626990766196
"277","CB9 Aug 22 grab",NA,"Estuary","Central Bay","37.6872 ","-122.2909 ",6.578947368,NA,NA,"water","surface water","1-L grab",50,5000,"sample","dry","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,4.07894736816,NA,NA,NA,NA,NA,50.4949494949495,205.966241347796,NA,NA,"SFEI","Zhu et. al 2021","marine",205.966241347796,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,368.571286523354,645.849158296205,1187.40757756217,115.641516423018,67.0054091200566,37.7481407897591,4.54590814496634
"278","CB9 Jan 22 grab",NA,"Estuary","Central Bay","37.6936 ","-122.2991 ",18.71101871,NA,NA,"water","surface water","1-L grab",50,5000,"sample","wet","Central Bay","Surface (1L-grab)","Central Bay Surface (1L-grab)",0.62,NA,NA,NA,NA,11.6008316002,NA,NA,NA,NA,NA,50.4949494949495,585.783405751513,NA,NA,"SFEI","Zhu et. al 2021","marine",585.783405751513,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,1048.24432425939,1836.8433441947,3377.07602104068,328.893127792515,190.568398497117,107.358537631775,12.9289029986972
"279","CBNMS22 Sept 12 grab",NA,"Estuary","National Marine Sancturay","38.1068 ","-123.1138 ",3,NA,NA,"water","surface water","1-L grab",50,5000,"sample","dry","National Marine Sanctuary","Surface (1L-grab)","National Marine Sanctuary Surface (1L-grab)",0.34,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,50.4949494949495,51.5048484848485,NA,NA,"SFEI","Zhu et. al 2021","marine",51.5048484848485,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,92.1666004294161,161.503957272019,296.928501350033,28.9178398506002,16.7556752107072,9.43947056196582,1.13677032071079
"280","CBNMS23 Sep 22 grab",NA,"Estuary","National Marine Sancturay","38.0346 ","-123.3131 ",1.640419948,NA,NA,"water","surface water","1-L grab",50,5000,"sample","dry","National Marine Sanctuary","Surface (1L-grab)","National Marine Sanctuary Surface (1L-grab)",0.34,NA,NA,NA,NA,0.55774278232,NA,NA,NA,NA,NA,50.4949494949495,28.163193624421,NA,NA,"SFEI","Zhu et. al 2021","marine",28.163193624421,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,50.3973099612532,88.3114377299868,162.36247891478,15.8124671146646,9.16211461928438,5.16156526946917,0.621593570129444
"281","CBNMS24 Sep 22 grab",NA,"Estuary","National Marine Sancturay","37.9853 ","-123.4973 ",8.671522719,NA,NA,"water","surface water","1-L grab",50,5000,"sample","dry","National Marine Sanctuary","Surface (1L-grab)","National Marine Sanctuary Surface (1L-grab)",0.34,NA,NA,NA,NA,2.94831772446,NA,NA,NA,NA,NA,50.4949494949495,148.875154591672,NA,NA,"SFEI","Zhu et. al 2021","marine",148.875154591672,2,0.15,20,2.15,1.85,2.294,1.706,2.45,1.55,0.540832691319598,90.359412185702,158.337213011784,291.106373872582,28.3508233829413,16.4271325595168,9.25438290388806,1.1144807065792,266.408256518892,466.828411564241,858.274081791812,83.587235082961,48.4324060872774,27.2848611444728,3.28584322077617
