"","sampleID","specific.location","System","Sampling.location","latitude","longitude","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","sample.matrix","sample.matrix.specific","Sampling.apparatus","x1M","x2M","Sample.Type","season","locationNew","matrix","locationMatrix","proportion","proportion.upper95","proportion.lower95","proportion.sd","proportion.n","unaligned.particle.L.master","particles.fish.blank.corrected.particle.corrected","particles.kg.blank.corrected.particle.corrected","particles.L.blank.corrected.particle.corrected.upper95","particles.L.blank.corrected.particle.corrected.lower95","particles.L.blank.corrected.particle.corrected.sd","CF","particle.L.master","particle.fish.master","particles.kg.master","source","Reference","compartment","Conc","alpha","alpha.se","alpha.n","alpha.upper.68","alpha.lower.68","alpha.upper.95","alpha.lower.95","alpha.upper.99","alpha.lower.99","alpha.sd","CF.upper.68","CF.upper.95","CF.upper.99","CF.lower.68","CF.lower.95","CF.lower.99","CF.sd","conc.upper.68","conc.upper.95","conc.upper.99","conc.lower.68","conc.lower.95","conc.lower.99","conc.alignment.sd"
"81","TS CB106_8",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,16.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,3.444,NA,NA,NA,NA,11.375429244035,NA,39.1769783164567,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,67.038867068765,112.893414792256,199.070103517548,23.1915325046499,14.3753822845933,9.02069295901495,3.80616656214022
"82","TS CB106_9",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,6.6,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.386,NA,NA,NA,NA,11.375429244035,NA,15.7663449322326,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,26.979056259381,45.4327157090787,80.113578244867,9.33317771528592,5.78521482184853,3.63027887374992,1.53174995793448
"83","TS CB106_10",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,1.8,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,0.378,NA,NA,NA,NA,11.375429244035,NA,4.29991225424524,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,7.35792443437665,12.3907406479306,21.8491577031456,2.54541210416889,1.57778586050414,0.990076056477251,0.417749988527586
"84","AN CB106_1",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,17.53,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,3.6813,NA,NA,NA,NA,11.375429244035,NA,41.8763676760662,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,71.6580085192348,120.672046421235,212.786519186745,24.7894856589337,15.3658811859098,9.64224070558122,4.06842072160476
"85","AN CB106_2",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,17.27,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,3.6267,NA,NA,NA,NA,11.375429244035,NA,41.2552692393419,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,70.5951972120471,118.882272772089,209.630529740735,24.4218150216648,15.137978783837,9.49922971964562,4.00807905659522
"86","AN CB106_3",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,11.07,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,2.3247,NA,NA,NA,NA,11.375429244035,NA,26.4444603636082,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,45.2512352714164,76.203054984773,134.372319874345,15.6542844406387,9.70338304210049,6.08896774733509,2.56916242944465
"87","AN CB106_4",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,24,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,5.04,NA,NA,NA,NA,11.375429244035,NA,57.3321633899366,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,98.105659125022,165.209875305741,291.322102708607,33.9388280555852,21.0371448067219,13.2010140863633,5.56999984703447
"88","AN CB106_5",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,20.33,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,4.2693,NA,NA,NA,NA,11.375429244035,NA,48.5651200715588,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,83.1036687504874,139.946531873571,246.774097836083,28.7490155987519,17.820214746694,11.1823590156569,4.71825403709212
"89","AN CB106_6",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,14.53,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,3.0513,NA,NA,NA,NA,11.375429244035,NA,34.7098472523241,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,59.3948011286071,100.020812008017,176.371256348169,20.5471321519855,12.7362380850696,7.99211394478581,3.37217074072545
"90","AN CB106_7",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,17.73,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,3.7233,NA,NA,NA,NA,11.375429244035,NA,42.3541357043156,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,72.47555567861,122.048795382116,215.214203375984,25.0723092260635,15.5411907259658,9.75224915630092,4.11483738699672
"91","AN CB106_8",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,9.53,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,2.0013,NA,NA,NA,NA,11.375429244035,NA,22.7656465460873,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,38.9561221442275,65.6020879859879,115.679151617209,13.4765429737386,8.35349958366916,5.24190267679344,2.21175410592661
"92","AN CB106_9",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,13.47,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,2.8287,NA,NA,NA,NA,11.375429244035,NA,32.1776767026019,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,55.0618011839186,92.7240425153471,163.504530145206,19.0481672461972,11.8070975227727,7.40906915597143,3.1261624141481
"93","AN CB106_10",NA,"Estuary","Central Bay","37.7579","-122.3055",NA,14.6,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,3.066,NA,NA,NA,NA,11.375429244035,NA,34.8770660622114,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,59.6809426343884,100.502674144326,177.220945814403,20.646120400481,12.7975964240892,8.0306169025377,3.38841657361264
"94","AN CB010_1",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,35.13,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,7.3773,NA,NA,NA,NA,11.375429244035,NA,83.9199541620197,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,143.602158544251,241.825954978778,426.422727839724,49.6779595663628,30.7931207108392,19.3229843689143,8.15308727609671
"95","AN CB010_2",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,20.4,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,4.284,NA,NA,NA,NA,11.375429244035,NA,48.7323388814461,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,83.3898102562687,140.42839400988,247.623787302316,28.8480038472474,17.8815730857136,11.2208619734088,4.7344998699793
"96","AN CB010_4",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,28.13,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,5.9073,NA,NA,NA,NA,11.375429244035,NA,67.1980731732882,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,114.98800796612,193.639741347937,341.45378121638,39.7791347168171,24.6572868088786,15.472688593725,6.52850398737832
"97","AN CB010_3",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,13.13,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,2.7573,NA,NA,NA,NA,11.375429244035,NA,31.3654710545778,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,53.6719710129808,90.3835692818491,159.377467023501,18.5673671820764,11.5090713046774,7.22205478974794,3.04725408298178
"98","AN CB010_5",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,13.13,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,2.7573,NA,NA,NA,NA,11.375429244035,NA,31.3654710545778,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,53.6719710129808,90.3835692818491,159.377467023501,18.5673671820764,11.5090713046774,7.22205478974794,3.04725408298178
"99","AN CB010_6",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,5.73,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.2033,NA,NA,NA,NA,11.375429244035,NA,13.6880540093474,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,23.422726116099,39.4438577292456,69.55315202168,8.10289519827096,5.02261832260486,3.15174211311925,1.32983746347948
"100","AN CB010_7",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,14.4,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,3.024,NA,NA,NA,NA,11.375429244035,NA,34.3992980339619,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,58.8633954750132,99.1259251834445,174.793261625164,20.3632968333511,12.6222868840332,7.920608451818,3.34199990822068
"101","AN CB010_8",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,15.07,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,3.1647,NA,NA,NA,NA,11.375429244035,NA,35.9998209285977,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,61.6021784589201,103.738034202396,182.926003659113,21.3107557832362,13.2095738432208,8.28913676172898,3.49749573728373
"102","AN CB010_9",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,21.93,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,4.6053,NA,NA,NA,NA,11.375429244035,NA,52.3872642975545,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,89.6440460254888,150.960523560621,266.19557134999,31.011604135791,19.2226910671422,12.0624266214145,5.08958736022775
"103","AN CB010_10",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,7.4,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.554,NA,NA,NA,NA,11.375429244035,NA,17.6774170452304,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,30.2492448968818,50.9397115526034,89.8243150018206,10.4644719838054,6.48645298207259,4.0703126766287,1.7174166195023
"104","TS CB010_1",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,21.6,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,4.536,NA,NA,NA,NA,11.375429244035,NA,51.5989470509429,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,88.2950932125198,148.688887775167,262.189892437747,30.5449452500267,18.9334303260497,11.880912677727,5.01299986233103
"105","TS CB010_2",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,35.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,7.434,NA,NA,NA,NA,11.375429244035,NA,84.5649410001564,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,144.705847209407,243.684566075968,429.700101495196,50.0597713819881,31.0297885899148,19.4714957773859,8.21574977437585
"106","TS CB010_3",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,22.53,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,4.7313,NA,NA,NA,NA,11.375429244035,NA,53.820568382303,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,92.0966875036144,155.090770443264,273.478623917705,31.8600748371806,19.7486196873102,12.3924519735736,5.22883735640361
"107","TS CB010_4",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,6.67,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.4007,NA,NA,NA,NA,11.375429244035,NA,15.9335637421199,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,27.2651977651624,45.9145778453871,80.9632677111005,9.43216596378138,5.84657316086813,3.66878183150181,1.54799579082166
"108","TS CB010_5",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,12.33,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,2.5893,NA,NA,NA,NA,11.375429244035,NA,29.4543989415799,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,50.40178237548,84.8765734383244,149.666730266547,17.4360729135569,10.8078331444534,6.78202098686917,2.86158742141396
"109","TS CB010_6",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,18.87,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,3.9627,NA,NA,NA,NA,11.375429244035,NA,45.0774134653376,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,77.1355744870485,129.896264459139,229.052003254643,26.6844035587038,16.5404551042851,10.3792973254032,4.37941237973086
"110","TS CB010_7",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,8.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,1.764,NA,NA,NA,NA,11.375429244035,NA,20.0662571864778,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,34.3369806937577,57.8234563570093,101.962735948013,11.8785898194548,7.36300068235267,4.62035493022717,1.94949994646207
"111","TS CB010_8",NA,"Estuary","Central Bay","37.9067","-122.3467",NA,3.4,NA,"fish","topsmelt","otter trawl/cast net",25,5000,"sample",NA,"Central Bay","Fish","Central Bay Fish",0.21,NA,NA,NA,NA,NA,0.714,NA,NA,NA,NA,11.375429244035,NA,8.12205648024101,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,13.8983017093781,23.40473233498,41.2706312170527,4.8080006412079,2.98026218095227,1.87014366223481,0.789083311663217
"112","AN SOSL40_1",NA,"Estuary",NA,"37.4621","-122.0217",NA,9,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,1.5975,NA,NA,NA,NA,11.375429244035,NA,18.172248217346,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,31.0959901690918,52.3656301192304,92.3387021978175,10.7573963926185,6.66802357713061,4.18425000058838,1.76549102294396
"113","AN SOSL40_2",NA,"Estuary",NA,"37.4621","-122.0217",NA,0.73,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,0.129575,NA,NA,NA,NA,11.375429244035,NA,1.47397124429584,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,2.52223031371522,4.24743444300424,7.48969473382298,0.872544374067946,0.540850801256149,0.339389166714391,0.143200938527677
"114","AN SOSL40_3",NA,"Estuary",NA,"37.4621","-122.0217",NA,2.47,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,0.438425,NA,NA,NA,NA,11.375429244035,NA,4.98727256631606,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,8.5341217464063,14.3714562660554,25.341843825401,2.95230767664086,1.83000202616807,1.14834416682814,0.48452920296351
"115","AN SOSL40_4",NA,"Estuary",NA,"37.4621","-122.0217",NA,7.27,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,1.290425,NA,NA,NA,NA,11.375429244035,NA,14.6791382822339,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,25.1186498365886,42.299792329645,74.589151664237,8.68958575270407,5.38628126730439,3.37994416714195,1.42612441520029
"116","AN SOSL40_5",NA,"Estuary",NA,"37.4621","-122.0217",NA,2.4,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA,11.375429244035,NA,4.84593285795892,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,8.29226404509114,13.9641680317948,24.623653919418,2.8686390380316,1.77813962056816,1.1158000001569,0.47079760611839
"117","AN SOSL40_6",NA,"Estuary",NA,"37.4621","-122.0217",NA,1.67,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,0.296425,NA,NA,NA,NA,11.375429244035,NA,3.37196161366309,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,5.77003373137592,9.71673358879052,17.133959185595,1.99609466396366,1.23728881931201,0.776410833442511,0.327596667590713
"118","AN SOSL40_7",NA,"Estuary",NA,"37.4621","-122.0217",NA,2.73,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,0.484575,NA,NA,NA,NA,11.375429244035,NA,5.51224862592828,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,9.43245035129118,15.8842411361665,28.009406333338,3.26307690576095,2.02263381839628,1.26922250017848,0.535532276959669
"119","AN SOSL40_8",NA,"Estuary",NA,"37.4621","-122.0217",NA,5.4,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,0.9585,NA,NA,NA,NA,11.375429244035,NA,10.9033489304076,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,18.6575941014551,31.4193780715382,55.4032213186905,6.45443783557111,4.00081414627837,2.51055000035303,1.05929461376638
"120","AN SOSL40_9",NA,"Estuary",NA,"37.4621","-122.0217",NA,0.73,NA,"fish","anchovy","otter trawl/cast net",25,5000,"sample",NA,"general","Fish","general Fish",0.1775,NA,NA,NA,NA,NA,0.129575,NA,NA,NA,NA,11.375429244035,NA,1.47397124429584,NA,"SFEI","Zhu et. al 2021","marine",NA,1.75,0.17,15,1.92,1.58,2.0832,1.4168,2.26,1.24,0.612943716828878,19.465408556552,32.7797371638375,57.8020045056761,6.73389445547325,4.17403666800038,2.61924882665939,1.10515869980843,2.52223031371522,4.24743444300424,7.48969473382298,0.872544374067946,0.540850801256149,0.339389166714391,0.143200938527677
