"","SampleMatrix","SampleID","PlasticType","MorphologicalCategory","Color","Length.mm","Width.mm","MatrixName","Size_um","matrix","lower_size_limit_um","upper_size_limit_um","general","season","site"
"2706","fish","17MMP-TS-SOSL40-MP_5","Polyester","Fiber","Blue",1.622,0.016,"tissue",1622,"tissue",NA,NA,"plastic",NA,"general"
"2707","fish","17MMP-TS-SOSL40-MP_7","Polyethylene","Film","Clear",0.298,0.199,"tissue",298,"tissue",NA,NA,"plastic",NA,"general"
"2708","fish","17MMP-TS-SOSL40-MP_8","Acrylic","Fiber","Blue",0.429,0.031,"tissue",429,"tissue",NA,NA,"plastic",NA,"general"
"2709","fish","17MMP-TS-SOSL40-MP_8","Styrene copolymer","Fragment","Red",0.093,0.067,"tissue",93,"tissue",NA,NA,"plastic",NA,"general"
"2710","fish","17MMP-TS-SOSL40-MP_8","Rubber","Fragment","Red",0.087,0.044,"tissue",87,"tissue",NA,NA,"plastic",NA,"general"
"2711","fish","17MMP-TS-SOSL40-MP_8","Acrylic","Fiber","Blue",2.913,0.027,"tissue",2913,"tissue",NA,NA,"plastic",NA,"general"
"2712","fish","17MMP-TS-SOSL40-MP_9","Polyethylene/polypropylene copolymer","Fragment","Gray",1.614,1.172,"tissue",1614,"tissue",NA,NA,"plastic",NA,"general"
"2713","fish","17MMP-TS-TB101-MP_2","Acrylic","Fiber","Blue",0.308,0.02,"tissue",308,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2714","fish","17MMP-TS-TB101-MP_2","Acrylic","Fiber","Blue",0.245,0.024,"tissue",245,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2715","fish","17MMP-TS-TB101-MP_3","Acrylic","Fiber","Blue",4.087,0.025,"tissue",4087,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2716","fish","17MMP-TS-TB101-MP_4","Polyester","Fiber","Red",9.913,0.013,"tissue",9913,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2717","fish","17MMP-TS-TB101-MP_4","Polyester","Fiber","Blue",0.572,0.015,"tissue",572,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2718","fish","17MMP-TS-TB101-MP_7","Acrylic","Fiber","Red",3.702,0.019,"tissue",3702,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2719","fish","17MMP-TS-TB101-MP_7","Nylon","Fiber","Blue",0.442,0.03,"tissue",442,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2720","fish","17MMP-TS-TB101-MP_7","Cellulose acetate","Fiber","Red",0.754,0.013,"tissue",754,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2721","fish","17MMP-TS-TB102-MP_10","Acrylic","Fiber","Blue",0.045,0.017,"tissue",45,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2722","fish","17MMP-TS-TB102-MP_10","Polyethylene","Fragment","Blue",0.378,0.045,"tissue",378,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2723","fish","17MMP-TS-TB102-MP_2","Cellulose acetate","Fragment","Black",0.155,0.02,"tissue",155,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2724","fish","17MMP-TS-TB102-MP_2","Acrylic","Fiber","Brown",14.594,0.023,"tissue",14594,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2725","fish","17MMP-TS-TB102-MP_3","Cellulose acetate","Fiber","Red",3.503,0.016,"tissue",3503,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2726","fish","17MMP-TS-TB102-MP_5","Polyethylene","Film","Blue",0.397,0.078,"tissue",397,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2727","fish","17MMP-TS-TB102-MP_6","Polyethylene","Fragment","Blue",0.276,0.114,"tissue",276,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2728","fish","17MMP-TS-TB102-MP_6","Polyethylene","Fragment","Blue",0.489,0.222,"tissue",489,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2729","fish","17MMP-TS-TB102-MP_7","Polyethylene","Film","Blue",0.369,0.087,"tissue",369,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2730","fish","17MMP-TS-TB102-MP_8","Acrylic","Fiber","Blue",2.9,0.028,"tissue",2900,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2731","fish","17MMP-TS-TB102-MP_9","Polyester","Fiber","Blue",0.765,0.015,"tissue",765,"tissue",NA,NA,"plastic",NA,"Tomales Bay"
"2732","fish","Blank 14-Feb-18","Acrylic","Fiber","Blue",0.311,0.01,"tissue",311,"tissue",NA,NA,"plastic","wet",NA
"2733","fish","Blank 14-Feb-18","Polyvinyl alcohol","Fiber","Gray",0.358,0.028,"tissue",358,"tissue",NA,NA,"plastic","wet",NA
"2734","fish","Blank 16-Feb-18","Acrylic","Fiber","Pink",0.185,0.018,"tissue",185,"tissue",NA,NA,"plastic","wet",NA
"2735","fish","Blank 29-Dec-17","Rubber","Fragment","Red",0.092,0.082,"tissue",92,"tissue",NA,NA,"plastic","wet",NA
"2736","fish","Blank 30-Dec-17","Polyester","Fiber","Black",1.102,0.018,"tissue",1102,"tissue",NA,NA,"plastic","wet",NA
"2737","sw","17-POC-100-125&355","Polytetrafluoroethylene","Fragment","Clear",0.628,0.345,"runoff, particulate, >355 to 500 um",628,"runoff",355,500,"plastic",NA,NA
"2738","sw","17-POC-100-125&355","Polyester","Fiber","Clear",0.493,0.021,"runoff, particulate, >1000 um",493,"runoff",1000,1000,"plastic",NA,NA
"2739","sw","17-POC-100-125&355","Polyethylene","Fragment","Pink",1.888,0.562,"runoff, particulate, >500 to 1000 um",1888,"runoff",500,1000,"plastic",NA,NA
"2740","sw","17-POC-100-125&355","Cellulose acetate","Fiber","Brown",2.273,0.011,"runoff, particulate, >500 to 1000 um",2273,"runoff",500,1000,"plastic",NA,NA
"2741","sw","17-POC-100-125&355","Polyester","Fiber","Red",0.327,0.125,"runoff, particulate, >355 to 500 um",327,"runoff",355,500,"plastic",NA,NA
"2742","sw","17-POC-100-125&355","Cellulose acetate","Fiber","Orange",1.926,0.024,"runoff, particulate, >355 to 500 um",1926,"runoff",355,500,"plastic",NA,NA
"2743","sw","17-POC-100-125&355","Polyurethane","Fragment","White",0.186,0.109,"runoff, particulate, >125 to 355 um",186,"runoff",125,355,"plastic",NA,NA
"2744","sw","17-POC-100-125&355","Polypropylene","Fragment","Green",0.543,0.097,"runoff, particulate, >125 to 355 um",543,"runoff",125,355,"plastic",NA,NA
"2745","sw","17-POC-100-125&355","Acrylic","Fragment","Red",1.75,0.13,"runoff, particulate, >125 to 355 um",1750,"runoff",125,355,"plastic",NA,NA
"2746","sw","17-POC-100-125&355","Polyethylene","Film","Clear",0.644,0.251,"runoff, particulate, >125 to 355 um",644,"runoff",125,355,"plastic",NA,NA
"2747","sw","17-POC-100-125&355","Polypropylene","Fragment","Red",0.117,0.097,"runoff, particulate, >125 to 355 um",117,"runoff",125,355,"plastic",NA,NA
"2748","sw","17-POC-100-125&355","Cellulose acetate","Fiber","Clear",1.972,0.016,"runoff, particulate, >355 to 500 um",1972,"runoff",355,500,"plastic",NA,NA
"2749","sw","17-POC-100-125&355","Polyester","Fiber","Dark Blue",0.826,0.025,"runoff, particulate, >125 to 355 um",826,"runoff",125,355,"plastic",NA,NA
"2750","sw","17-POC-100-125&355","Polyester","Fiber","Red",0.811,0.017,"runoff, particulate, >125 to 355 um",811,"runoff",125,355,"plastic",NA,NA
"2751","sw","17-POC-100-125&355","Poly(Aryletherketone)","Film","Black",0.393,0.378,"runoff, particulate, >125 to 355 um",393,"runoff",125,355,"plastic",NA,NA
"2752","sw","17-POC-100-125&355","Polyester","Fiber","Black",1.503,0.031,"runoff, particulate, >355 to 500 um",1503,"runoff",355,500,"plastic",NA,NA
"2753","sw","17-POC-130-125&355","Polyvinyl butyral","Film","White",0.34,0.26,"runoff, particulate, >125 to 355 um",340,"runoff",125,355,"plastic",NA,NA
"2754","sw","17-POC-130-125&355","Nylon","Fragment","Yellow",0.725,0.578,"runoff, particulate, >125 to 355 um",725,"runoff",125,355,"plastic",NA,NA
"2755","sw","17-POC-130-125&355","Polypropylene","Fragment","Clear",1.01,0.189,"runoff, particulate, >125 to 355 um",1010,"runoff",125,355,"plastic",NA,NA
"2756","sw","17-POC-130-125&355","Cellulose acetate","Fiber","Clear",1.899,0.026,"runoff, particulate, >125 to 355 um",1899,"runoff",125,355,"plastic",NA,NA
"2757","sw","17-POC-130-125&355","Methyl vinyl ether copolymers","Film","Clear",0.442,0.344,"runoff, particulate, >125 to 355 um",442,"runoff",125,355,"plastic",NA,NA
"2758","sw","17-POC-130-125&355","Acrylic","Fragment","Clear",0.332,0.268,"runoff, particulate, >125 to 355 um",332,"runoff",125,355,"plastic",NA,NA
"2759","sw","17-POC-130-125&355","Acrylic","Fiber","Red",2.275,0.029,"runoff, particulate, >125 to 355 um",2275,"runoff",125,355,"plastic",NA,NA
"2760","sw","17-POC-130-125&355","Acrylic","Fragment","Black",0.4,0.164,"runoff, particulate, >125 to 355 um",400,"runoff",125,355,"plastic",NA,NA
"2761","sw","17-POC-130-125&355","Polyester","Fiber","Clear",1.561,0.042,"runoff, particulate, >125 to 355 um",1561,"runoff",125,355,"plastic",NA,NA
"2762","sw","17-POC-130-125&355","Polystyrene/acrylic copolymer","Fragment","Black",0.462,0.244,"runoff, particulate, >125 to 355 um",462,"runoff",125,355,"plastic",NA,NA
"2763","sw","17-POC-259-125&355","Cellulose acetate","Fiber","Pink",1.454,0.016,"runoff, particulate, >1000 um",1454,"runoff",1000,1000,"plastic",NA,NA
"2764","sw","17-POC-259-125&355","Cellulose acetate","Fiber","White",3.968,0.03,"runoff, particulate, >500 to 1000 um",3968,"runoff",500,1000,"plastic",NA,NA
"2765","sw","17-POC-259-125&355","Cellulose acetate","Fiber","Blue",1.686,0.012,"runoff, particulate, >125 to 355 um",1686,"runoff",125,355,"plastic",NA,NA
"2766","sw","17-POC-259-125&355","Cellulose acetate","Fiber","Red",1.543,0.023,"runoff, particulate, >355 to 500 um",1543,"runoff",355,500,"plastic",NA,NA
"2767","sw","17-POC-259-125&355","Cellulose acetate","Fiber","Red",0.406,0.014,"runoff, particulate, >125 to 355 um",406,"runoff",125,355,"plastic",NA,NA
"2768","sw","17-POC-259-125&355","Cellulose acetate","Fiber","Clear",2.357,0.072,"runoff, particulate, >355 to 500 um",2357,"runoff",355,500,"plastic",NA,NA
"2769","sw","17-POC-259-125&355","Polypropylene","Foam","White",0.281,0.246,"runoff, particulate, >125 to 355 um",281,"runoff",125,355,"plastic",NA,NA
"2770","sw","17-POC-259-125&355","Methyl vinyl ether copolymers","Film","Clear",8.538,0.133,"runoff, particulate, >500 to 1000 um",8538,"runoff",500,1000,"plastic",NA,NA
"2771","sw","17-POC-259-125&355","Polyethylene","Foam","White",0.161,0.116,"runoff, particulate, >355 to 500 um",161,"runoff",355,500,"plastic",NA,NA
"2772","sw","17-POC-259-125&355","Polypropylene","Fragment","Green",2.322,0.057,"runoff, particulate, >355 to 500 um",2322,"runoff",355,500,"plastic",NA,NA
"2773","sw","17-POC-259-125&355","Acrylic","Fiber","Clear",10.65,0.099,"runoff, particulate, >500 to 1000 um",10650,"runoff",500,1000,"plastic",NA,NA
"2774","sw","17-POC-259-125&355","Polyethylene","Fiber","Clear",2.75,0.01,"runoff, particulate, >125 to 355 um",2750,"runoff",125,355,"plastic",NA,NA
"2775","sw","17-POC-259-125&355","Polyester","Fiber","Dark Blue",1.449,0.014,"runoff, particulate, >355 to 500 um",1449,"runoff",355,500,"plastic",NA,NA
"2776","sw","17-POC-259-125&355","Cellulose acetate","Fiber","Black",5.635,0.029,"runoff, particulate, >125 to 355 um",5635,"runoff",125,355,"plastic",NA,NA
"2777","sw","17-POC-259-125&355","Polyethylene","Fragment","Blue",0.695,0.237,"runoff, particulate, >125 to 355 um",695,"runoff",125,355,"plastic",NA,NA
"2778","sw","17-POC-259-125&355","Polypropylene","Fragment","White",1.298,0.745,"runoff, particulate, >355 to 500 um",1298,"runoff",355,500,"plastic",NA,NA
"2779","sw","17-POC-259-125&355","Polyester","Fiber","Pink",3.563,0.025,"runoff, particulate, >125 to 355 um",3563,"runoff",125,355,"plastic",NA,NA
"2780","sw","17-POC-259-125&355","Polyvinyl ether","Film","Clear",2.748,0.266,"runoff, particulate, >500 to 1000 um",2748,"runoff",500,1000,"plastic",NA,NA
"2781","sw","17-POC-259-125&355","Polystyrene","Fragment","Clear",0.393,0.18,"runoff, particulate, >125 to 355 um",393,"runoff",125,355,"plastic",NA,NA
"2782","sw","17-POC-259-125&355","Polyethylene","Fragment","Blue",0.829,0.069,"runoff, particulate, >355 to 500 um",829,"runoff",355,500,"plastic",NA,NA
"2783","sw","17-POC-283-125&355","Polyethylene","Fiber","Clear",4.896,0.052,"runoff, particulate, >1000 um",4896,"runoff",1000,1000,"plastic",NA,NA
"2784","sw","17-POC-283-125&355","Polyvinyl chloride","Foam","Yellow",0.316,0.174,"runoff, particulate, >125 to 355 um",316,"runoff",125,355,"plastic",NA,NA
"2785","sw","17-POC-283-125&355","Polypropylene","Fragment","Green",0.537,0.057,"runoff, particulate, >125 to 355 um",537,"runoff",125,355,"plastic",NA,NA
"2786","sw","17-POC-283-125&355","Polypropylene","Fragment","Green",0.645,0.14,"runoff, particulate, >500 to 1000 um",645,"runoff",500,1000,"plastic",NA,NA
"2787","sw","17-POC-283-125&355","Polyvinyl butyral","Foam","White",0.533,0.398,"runoff, particulate, >355 to 500 um",533,"runoff",355,500,"plastic",NA,NA
"2788","sw","17-POC-283-125&355","Polyurethane","Foam","Yellow",0.34,0.18,"runoff, particulate, >125 to 355 um",340,"runoff",125,355,"plastic",NA,NA
"2789","sw","17-POC-283-125&355","Rubber","Fragment","Clear",0.566,0.22,"runoff, particulate, >125 to 355 um",566,"runoff",125,355,"plastic",NA,NA
"2790","sw","17-POC-283-125&355","Cellulose acetate","Fiber","Gray",1.017,0.005,"runoff, particulate, >125 to 355 um",1017,"runoff",125,355,"plastic",NA,NA
"2791","sw","17-POC-283-125&355","Nylon","Foam","White",0.783,0.634,"runoff, particulate, >355 to 500 um",783,"runoff",355,500,"plastic",NA,NA
"2792","sw","17-POC-283-125&355","Polyethylene terephthalate","Fragment","Black",0.454,0.179,"runoff, particulate, >125 to 355 um",454,"runoff",125,355,"plastic",NA,NA
"2793","sw","17-POC-283-125&355","Polyester","Fiber","Dark Blue",2.218,0.015,"runoff, particulate, >125 to 355 um",2218,"runoff",125,355,"plastic",NA,NA
"2794","sw","17-POC-283-125&355","Polyethylene","Fragment","Blue",0.293,0.129,"runoff, particulate, >125 to 355 um",293,"runoff",125,355,"plastic",NA,NA
"2795","sw","17-POC-283-125&355","Polycarbonate","Fragment","Red",0.196,0.181,"runoff, particulate, >125 to 355 um",196,"runoff",125,355,"plastic",NA,NA
"2796","sw","17-POC-283-125&355","Nylon","Fragment","White",0.126,0.102,"runoff, particulate, >125 to 355 um",126,"runoff",125,355,"plastic",NA,NA
"2797","sw","17-POC-283-125&355","Polyethylene","Foam","White",0.668,0.494,"runoff, particulate, >355 to 500 um",668,"runoff",355,500,"plastic",NA,NA
"2798","sw","17-POC-283-125&355","Polyester","Fiber","Purple",3.699,0.016,"runoff, particulate, >355 to 500 um",3699,"runoff",355,500,"plastic",NA,NA
"2799","sw","17-POC-283-125&355","Cellulose acetate","Fiber","Red",1.066,0.016,"runoff, particulate, >125 to 355 um",1066,"runoff",125,355,"plastic",NA,NA
"2800","sw","17-POC-283-125&355","Acrylic","Fiber","Clear",1.288,0.028,"runoff, particulate, >125 to 355 um",1288,"runoff",125,355,"plastic",NA,NA
"2801","sw","17-POC-283-125&355","Polyethylene/polypropylene copolymer","Fragment","Black",0.869,0.235,"runoff, particulate, >500 to 1000 um",869,"runoff",500,1000,"plastic",NA,NA
"2802","sw","17-POC-283-125&355","Polyethylene","Film","Red",0.194,0.159,"runoff, particulate, >125 to 355 um",194,"runoff",125,355,"plastic",NA,NA
"2803","sw","17-POC-283-125&355","Polyvinyl chloride","Film","Gray",0.14,0.102,"runoff, particulate, >125 to 355 um",140,"runoff",125,355,"plastic",NA,NA
"2804","sw","17-POC-283-125&355","Polypropylene","Foam","Yellow",0.328,0.221,"runoff, particulate, >125 to 355 um",328,"runoff",125,355,"plastic",NA,NA
"2805","sw","17-POC-283-125&355","Polyurethane","Foam","Yellow",0.443,0.261,"runoff, particulate, >125 to 355 um",443,"runoff",125,355,"plastic",NA,NA
"2806","sw","17-POC-283-125&355","Polypropylene","Fragment","Clear",0.237,0.017,"runoff, particulate, >355 to 500 um",237,"runoff",355,500,"plastic",NA,NA
"2807","sw","17-POC-283-125&355","Cellulose acetate","Fiber","White",0.708,0.022,"runoff, particulate, >125 to 355 um",708,"runoff",125,355,"plastic",NA,NA
"2808","sw","17-POC-283-125&355","Cellulose acetate","Fiber","Pink",0.3,0.018,"runoff, particulate, >125 to 355 um",300,"runoff",125,355,"plastic",NA,NA
"2809","sw","17-POC-283-125&355","Polypropylene","Fragment","Green",1.078,0.174,"runoff, particulate, >355 to 500 um",1078,"runoff",355,500,"plastic",NA,NA
"2810","sw","17-POC-283-125&355","Cellulose acetate","Fiber","Blue",0.552,0.017,"runoff, particulate, >125 to 355 um",552,"runoff",125,355,"plastic",NA,NA
"2811","sw","17-POC-283-125&355","Polyester","Fiber","Blue",2.763,0.015,"runoff, particulate, >500 to 1000 um",2763,"runoff",500,1000,"plastic",NA,NA
"2812","sw","17-POC-283-125&355","Methyl vinyl ether copolymers","Fiber","White",5.386,0.023,"runoff, particulate, >500 to 1000 um",5386,"runoff",500,1000,"plastic",NA,NA
"2813","sw","17-POC-283-125&355","Polyvinyl chloride","Film","Gold",0.358,0.125,"runoff, particulate, >125 to 355 um",358,"runoff",125,355,"plastic",NA,NA
"2814","sw","17-POC-283-125&355","Polystyrene","Fragment","Blue",0.41,0.31,"runoff, particulate, >125 to 355 um",410,"runoff",125,355,"plastic",NA,NA
"2815","sw","17-POC-283-125&355","Polypropylene","Fragment","Gray",0.205,0.157,"runoff, particulate, >125 to 355 um",205,"runoff",125,355,"plastic",NA,NA
"2816","sw","17-POC-283-125&355","Polyethylene terephthalate","Fragment","Clear",2.219,0.017,"runoff, particulate, >1000 um",2219,"runoff",1000,1000,"plastic",NA,NA
"2817","sw","17-POC-283-125&355","Polyester","Fiber","Red",0.582,0.022,"runoff, particulate, >125 to 355 um",582,"runoff",125,355,"plastic",NA,NA
"2818","sw","17-POC-283-125&355","Cellulose acetate","Fiber","Purple",0.713,0.016,"runoff, particulate, >125 to 355 um",713,"runoff",125,355,"plastic",NA,NA
"2819","sw","17-POC-283-125&355","Polyethylene","Fragment","Clear",0.926,0.585,"runoff, particulate, >500 to 1000 um",926,"runoff",500,1000,"plastic",NA,NA
"2820","sw","17-POC-438-125&355","Polyester","Fiber","Clear",3.364,0.027,"runoff, particulate, >1000 um",3364,"runoff",1000,1000,"plastic",NA,NA
"2821","sw","17-POC-438-125&355","Ethylene/vinyl acetate copolymer","Fragment","Red",0.202,0.108,"runoff, particulate, >125 to 355 um",202,"runoff",125,355,"plastic",NA,NA
"2822","sw","17-POC-438-125&355","Cellulose acetate","Fiber","Red",2.022,0.027,"runoff, particulate, >125 to 355 um",2022,"runoff",125,355,"plastic",NA,NA
"2823","sw","17-POC-438-125&355","Polyester","Fiber","Green",2.646,0.019,"runoff, particulate, >355 to 500 um",2646,"runoff",355,500,"plastic",NA,NA
"2824","sw","17-POC-438-125&355","Cellulose acetate","Fiber","Purple",1.052,0.015,"runoff, particulate, >125 to 355 um",1052,"runoff",125,355,"plastic",NA,NA
"2825","sw","17-POC-438-125&355","Cellulose acetate","Fiber","Clear",1.362,0.037,"runoff, particulate, >500 to 1000 um",1362,"runoff",500,1000,"plastic",NA,NA
"2826","sw","17-POC-438-125&355","Cellulose acetate","Fiber","Purple",3.528,0.02,"runoff, particulate, >500 to 1000 um",3528,"runoff",500,1000,"plastic",NA,NA
"2827","sw","17-POC-438-125&355","Polyvinyl chloride","Film","Clear",0.295,0.263,"runoff, particulate, >1000 um",295,"runoff",1000,1000,"plastic",NA,NA
"2828","sw","17-POC-438-125&355","Polyvinyl chloride","Fiber","Red",1.881,0.014,"runoff, particulate, >1000 um",1881,"runoff",1000,1000,"plastic",NA,NA
"2829","sw","17-POC-438-125&355","Polyethylene","Fiber","Blue",4.095,0.03,"runoff, particulate, >1000 um",4095,"runoff",1000,1000,"plastic",NA,NA
"2830","sw","17-POC-438-125&355","Polyester","Fiber","Red",0.745,0.019,"runoff, particulate, >125 to 355 um",745,"runoff",125,355,"plastic",NA,NA
"2831","sw","17-POC-438-125&355","Ethylene/vinyl acetate copolymer","Film","Red",1.408,0.673,"runoff, particulate, >125 to 355 um",1408,"runoff",125,355,"plastic",NA,NA
"2832","sw","17-POC-438-125&355","Cellulose acetate","Fiber","Clear",0.551,0.021,"runoff, particulate, >355 to 500 um",551,"runoff",355,500,"plastic",NA,NA
"2833","sw","17-POC-515-125&355","Polyester","Fiber","White",11.428,0.025,"runoff, particulate, >1000 um",11428,"runoff",1000,1000,"plastic",NA,NA
"2834","sw","17-POC-515-125&355","Methyl vinyl ether copolymers","Fragment","Black",0.414,0.106,"runoff, particulate, >125 to 355 um",414,"runoff",125,355,"plastic",NA,NA
"2835","sw","17-POC-515-125&355","Acrylonitrile butadiene styrene","Fragment","Silver",0.288,0.281,"runoff, particulate, >125 to 355 um",288,"runoff",125,355,"plastic",NA,NA
"2836","sw","17-POC-515-125&355","Polyvinyl chloride","Film","Clear",1.475,0.083,"runoff, particulate, >500 to 1000 um",1475,"runoff",500,1000,"plastic",NA,NA
"2837","sw","17-POC-515-125&355","Polyethylene","Fragment","Blue",1.653,0.943,"runoff, particulate, >1000 um",1653,"runoff",1000,1000,"plastic",NA,NA
"2838","sw","17-POC-515-125&355","Polyester","Fiber","Clear",1.428,0.017,"runoff, particulate, >500 to 1000 um",1428,"runoff",500,1000,"plastic",NA,NA
"2839","sw","17-POC-515-125&355","Nylon","Fiber","Clear",1.278,0.058,"runoff, particulate, >125 to 355 um",1278,"runoff",125,355,"plastic",NA,NA
"2840","sw","17-POC-515-125&355","Polyester","Fiber","Red",0.656,0.026,"runoff, particulate, >125 to 355 um",656,"runoff",125,355,"plastic",NA,NA
"2841","sw","17-POC-515-125&355","Polypropylene","Fiber","Green",3.78,0.034,"runoff, particulate, >1000 um",3780,"runoff",1000,1000,"plastic",NA,NA
"2842","sw","17-POC-515-125&355","Polyester","Fiber","Clear",7.22,0.021,"runoff, particulate, >500 to 1000 um",7220,"runoff",500,1000,"plastic",NA,NA
"2843","sw","17-POC-515-125&355","Polyethylene","Fragment","White",1.343,0.951,"runoff, particulate, >500 to 1000 um",1343,"runoff",500,1000,"plastic",NA,NA
"2844","sw","17-POC-515-125&355","Cellulose acetate","Fiber","Clear",2.234,0.022,"runoff, particulate, >355 to 500 um",2234,"runoff",355,500,"plastic",NA,NA
"2845","sw","17-POC-515-125&355","Polyethylene","Fragment","Green",0.809,0.532,"runoff, particulate, >500 to 1000 um",809,"runoff",500,1000,"plastic",NA,NA
"2846","sw","17-POC-515-125&355","Polyester","Fiber","Pink",1.108,0.016,"runoff, particulate, >125 to 355 um",1108,"runoff",125,355,"plastic",NA,NA
"2847","sw","17-POC-515-125&355","Polyester","Fiber","Red",1.057,0.016,"runoff, particulate, >355 to 500 um",1057,"runoff",355,500,"plastic",NA,NA
"2848","sw","17-POC-515-125&355","Polystyrene","Foam","Black",0.896,0.426,"runoff, particulate, >500 to 1000 um",896,"runoff",500,1000,"plastic",NA,NA
"2849","sw","17-POC-515-125&355","Polyester","Fiber","Blue",1.058,0.015,"runoff, particulate, >125 to 355 um",1058,"runoff",125,355,"plastic",NA,NA
"2850","sw","17-POC-515-125&355","Polypropylene","Fiber","Green",0.915,0.046,"runoff, particulate, >355 to 500 um",915,"runoff",355,500,"plastic",NA,NA
"2851","sw","17-POC-515-125&355","Polyethylene terephthalate","Fragment","Orange",0.177,0.168,"runoff, particulate, >125 to 355 um",177,"runoff",125,355,"plastic",NA,NA
"2852","sw","17-POC-515-125&355","Acrylic","Foam","White",0.747,0.483,"runoff, particulate, >500 to 1000 um",747,"runoff",500,1000,"plastic",NA,NA
"2853","sw","17-POC-515-125&355","Polyethylene","Film","Gold",0.987,0.565,"runoff, particulate, >500 to 1000 um",987,"runoff",500,1000,"plastic",NA,NA
"2854","sw","17-POC-515-125&355","Polypropylene","Fiber","Pink",6.276,0.022,"runoff, particulate, >500 to 1000 um",6276,"runoff",500,1000,"plastic",NA,NA
"2855","sw","17-POC-515-125&355","Styrene copolymer","Fragment","Gray",2.016,1.321,"runoff, particulate, >1000 um",2016,"runoff",1000,1000,"plastic",NA,NA
"2856","sw","17-POC-515-125&355","Polyethylene terephthalate","Fragment","Green",0.805,0.02,"runoff, particulate, >125 to 355 um",805,"runoff",125,355,"plastic",NA,NA
"2857","sw","17-POC-515-125&355","Polystyrene","Film","White",0.894,0.848,"runoff, particulate, >500 to 1000 um",894,"runoff",500,1000,"plastic",NA,NA
"2858","sw","17-POC-515-125&355","Polypropylene","Film","Red",0.19,0.138,"runoff, particulate, >125 to 355 um",190,"runoff",125,355,"plastic",NA,NA
"2859","sw","17GR-003-125&355","Acrylonitrile butadiene styrene","Fragment","Black",0.289,0.088,"runoff, particulate, >125 to 355 um",289,"runoff",125,355,"plastic",NA,NA
"2860","sw","17GR-003-125&355","Polyethylene terephthalate","Fragment","Blue",1.136,0.204,"runoff, particulate, >355 to 500 um",1136,"runoff",355,500,"plastic",NA,NA
"2861","sw","17GR-003-125&355","Cellulose acetate","Fiber","Red",1.411,0.01,"runoff, particulate, >355 to 500 um",1411,"runoff",355,500,"plastic",NA,NA
"2862","sw","17GR-003-125&355","Polyester","Fiber","Clear",1.35,0.022,"runoff, particulate, >125 to 355 um",1350,"runoff",125,355,"plastic",NA,NA
"2863","sw","17GR-003-125&355","Polypropylene","Fragment","Clear",0.403,0.074,"runoff, particulate, >125 to 355 um",403,"runoff",125,355,"plastic",NA,NA
"2864","sw","17GR-003-125&355","Stearates, Lubricants, Waxes","Foam","White",0.696,0.626,"runoff, particulate, >355 to 500 um",696,"runoff",355,500,"plastic",NA,NA
"2865","sw","17GR-003-125&355","Polyethylene","Fragment","Green",8.36,0.515,"runoff, particulate, >1000 um",8360,"runoff",1000,1000,"plastic",NA,NA
"2866","sw","17GR-003-125&355","Polypropylene","Fiber","Red",0.637,0.035,"runoff, particulate, >125 to 355 um",637,"runoff",125,355,"plastic",NA,NA
"2867","sw","17GR-003-125&355","Polyvinyl chloride","Fragment","White",0.625,0.322,"runoff, particulate, >500 to 1000 um",625,"runoff",500,1000,"plastic",NA,NA
"2868","sw","17GR-003-125&355","Acrylonitrile butadiene styrene","Fragment","Black",0.397,0.197,"runoff, particulate, >125 to 355 um",397,"runoff",125,355,"plastic",NA,NA
"2869","sw","17GR-003-125&355","Polypropylene","Fragment","Blue",0.298,0.082,"runoff, particulate, >125 to 355 um",298,"runoff",125,355,"plastic",NA,NA
"2870","sw","17GR-003-125&355","Acrylic","Fiber","Orange",0.786,0.033,"runoff, particulate, >125 to 355 um",786,"runoff",125,355,"plastic",NA,NA
"2871","sw","17GR-003-125&355","Polypropylene","Fragment","Red",0.196,0.121,"runoff, particulate, >125 to 355 um",196,"runoff",125,355,"plastic",NA,NA
"2872","sw","17GR-003-125&355","Polyester","Fiber","Clear",1.403,0.031,"runoff, particulate, >125 to 355 um",1403,"runoff",125,355,"plastic",NA,NA
"2873","sw","17GR-003-125&355","Polyethylene terephthalate","Foam","White",0.888,0.585,"runoff, particulate, >500 to 1000 um",888,"runoff",500,1000,"plastic",NA,NA
