"","SampleMatrix","SampleID","PlasticType","MorphologicalCategory","Color","Length.mm","Width.mm","MatrixName","Size_um","matrix","lower_size_limit_um","upper_size_limit_um","general","season","site"
"1","manta","CB-4-Manta-21Aug2017","Polyethylene/polypropylene copolymer","Fiber","Light Blue",2.427,0.037,"samplewater, particulate, >125 to 355 um",2427,"samplewater",125,355,"plastic","dry","Central Bay"
"2","manta","CB-4-Manta-21Aug2017","Polyester","Fiber","Black",4.385,0.04,"samplewater, particulate, >125 to 355 um",4385,"samplewater",125,355,"plastic","dry","Central Bay"
"3","manta","CB-4-Manta-21Aug2017","Polyethylene/polypropylene copolymer","Fiber","Clear",2.907,0.08,"samplewater, particulate, >125 to 355 um",2907,"samplewater",125,355,"plastic","dry","Central Bay"
"4","manta","CB-4-Manta-21Aug2017","Polyester","Fiber","Light Blue",1.869,0.035,"samplewater, particulate, >125 to 355 um",1869,"samplewater",125,355,"plastic","dry","Central Bay"
"5","manta","CB-4-Manta-21Aug2017","Polyester","Fiber","Black",3.112,0.035,"samplewater, particulate, >125 to 355 um",3112,"samplewater",125,355,"plastic","dry","Central Bay"
"6","manta","CB-4-Manta-21Aug2017","Polyester","Fiber","Black",2.097,0.048,"samplewater, particulate, >125 to 355 um",2097,"samplewater",125,355,"plastic","dry","Central Bay"
"7","manta","CB-4-Manta-21Aug2017","Polyethylene/polypropylene copolymer","Fiber","Blue",2.209,0.049,"samplewater, particulate, >125 to 355 um",2209,"samplewater",125,355,"plastic","dry","Central Bay"
"8","manta","CB-4-Manta-21Aug2017","Polyurethane","Fiber","Clear",3.502,0.063,"samplewater, particulate, >125 to 355 um",3502,"samplewater",125,355,"plastic","dry","Central Bay"
"9","manta","CB5-Manta-DUP-5Nov2017","Acrylic","Fiber","Red",6.096,0.04,"samplewater, particulate, >125 to 355 um",6096,"samplewater",125,355,"plastic","wet","Central Bay"
"10","manta","CB5-Manta-DUP-5Nov2017","Polyester","Fiber","Red",6.822,0.026,"samplewater, particulate, >125 to 355 um",6822,"samplewater",125,355,"plastic","wet","Central Bay"
"11","manta","CB5-Manta-DUP-5Nov2017","Polypropylene","Fiber","Green",5.25,0.02,"samplewater, particulate, >125 to 355 um",5250,"samplewater",125,355,"plastic","wet","Central Bay"
"12","manta","CB5-Manta-DUP-5Nov2017","Polystyrene","Fiber","White",2.619,1.344,"samplewater, particulate, >125 to 355 um",2619,"samplewater",125,355,"plastic","wet","Central Bay"
"13","manta","CB6-Manta-22Aug2017","Polyester","Fiber","Black",7.308,0.824,"samplewater, particulate, >125 to 355 um",7308,"samplewater",125,355,"plastic","dry","Central Bay"
"14","manta","CB6-Manta-22Aug2017","Polyester","Fiber","Black",4.529,0.045,"samplewater, particulate, >125 to 355 um",4529,"samplewater",125,355,"plastic","dry","Central Bay"
"15","manta","CB6-Manta-22Aug2017","Polyester","Fiber","Black",4.75,0.044,"samplewater, particulate, >125 to 355 um",4750,"samplewater",125,355,"plastic","dry","Central Bay"
"16","manta","CB6-Manta-22Aug2017","Polyester","Fiber Bundle","White",1.657,0.242,"samplewater, particulate, >125 to 355 um",1657,"samplewater",125,355,"plastic","dry","Central Bay"
"17","manta","CB6-Manta-22Aug2017","Polyester","Fiber","Light Blue",3.562,0.046,"samplewater, particulate, >125 to 355 um",3562,"samplewater",125,355,"plastic","dry","Central Bay"
"18","manta","CB6-Manta-22Aug2017","Polyester","Fiber","Light Blue",8.985,0.027,"samplewater, particulate, >125 to 355 um",8985,"samplewater",125,355,"plastic","dry","Central Bay"
"19","manta","CB6-Manta-22Aug2017","Polyester","Fiber","Pink",1.703,0.026,"samplewater, particulate, >125 to 355 um",1703,"samplewater",125,355,"plastic","dry","Central Bay"
"20","manta","CB6-Manta-22Aug2017","Acrylic","Fiber","Blue",4.411,0.02,"samplewater, particulate, >125 to 355 um",4411,"samplewater",125,355,"plastic","dry","Central Bay"
"21","manta","CB6-Manta-22Aug2017","Polyester","Fiber Bundle","Blue",0.716,0.403,"samplewater, particulate, >125 to 355 um",716,"samplewater",125,355,"plastic","dry","Central Bay"
"22","manta","CB7-Manta-22Aug2017","Polyethylene","Fiber","Clear",115,95,"samplewater, particulate, >125 to 355 um",115000,"samplewater",125,355,"plastic","dry","Central Bay"
"23","manta","CB7-Manta-22Aug2017","Polyester","Fiber","Black",2.979,0.05,"samplewater, particulate, >125 to 355 um",2979,"samplewater",125,355,"plastic","dry","Central Bay"
"24","manta","CB7-Manta-22Aug2017","Polypropylene","Fiber","Black",2.697,0.075,"samplewater, particulate, >125 to 355 um",2697,"samplewater",125,355,"plastic","dry","Central Bay"
"25","manta","CB7-Manta-22Aug2017","Polyethylene","Fiber","Black",6.223,0.053,"samplewater, particulate, >125 to 355 um",6223,"samplewater",125,355,"plastic","dry","Central Bay"
"26","manta","CB7-Manta-22Aug2017","Polypropylene","Fiber","Brown",6.38,0.106,"samplewater, particulate, >125 to 355 um",6380,"samplewater",125,355,"plastic","dry","Central Bay"
"27","manta","CB9-Manta-22Aug2017","Polyester","Fiber","Black",1.09,0.08,"samplewater, particulate, >125 to 355 um",1090,"samplewater",125,355,"plastic","dry","Central Bay"
"28","manta","CB9-Manta-22Aug2017","Nylon","Fiber","Red",11.55,0.02,"samplewater, particulate, >125 to 355 um",11550,"samplewater",125,355,"plastic","dry","Central Bay"
"29","manta","CB9-Manta-22Aug2017","Polyester","Fiber","Red",4.83,0.03,"samplewater, particulate, >125 to 355 um",4830,"samplewater",125,355,"plastic","dry","Central Bay"
"30","manta","CB9-Manta-22Aug2017","Nylon","Fiber","Red",2.19,0.03,"samplewater, particulate, >125 to 355 um",2190,"samplewater",125,355,"plastic","dry","Central Bay"
"31","manta","CB9-Manta-22Aug2017","Polyester","Fiber","Blue",5.41,0.02,"samplewater, particulate, >125 to 355 um",5410,"samplewater",125,355,"plastic","dry","Central Bay"
"32","manta","CB9-Manta-22Aug2017","Polyester","Fiber","Green",6.94,0.02,"samplewater, particulate, >125 to 355 um",6940,"samplewater",125,355,"plastic","dry","Central Bay"
"33","manta","CB9-Manta-22Aug2017","Polyester","Fiber","Red",1.43,0.02,"samplewater, particulate, >125 to 355 um",1430,"samplewater",125,355,"plastic","dry","Central Bay"
"34","manta","CB9-Manta-22Aug2017","Nylon","Fiber","Purple",13.21,0.03,"samplewater, particulate, >125 to 355 um",13210,"samplewater",125,355,"plastic","dry","Central Bay"
"35","manta","CB9-Manta-22Aug2017","Nylon","Fiber","Red",2.57,0.01,"samplewater, particulate, >125 to 355 um",2570,"samplewater",125,355,"plastic","dry","Central Bay"
"36","manta","CB9-Manta-22Aug2017","Polyester","Fiber","Green",9.75,0.01,"samplewater, particulate, >125 to 355 um",9750,"samplewater",125,355,"plastic","dry","Central Bay"
"37","manta","CB9-Manta-22Aug2017","Polypropylene","Fiber","Red",2.21,0.06,"samplewater, particulate, >125 to 355 um",2210,"samplewater",125,355,"plastic","dry","Central Bay"
"38","manta","CB9-Manta-22Aug2017","Polyurethane","Fiber","Dark Blue",4.09,0.02,"samplewater, particulate, >125 to 355 um",4090,"samplewater",125,355,"plastic","dry","Central Bay"
"39","manta","CBNMS22-Manta-12Sept2017","Nylon","Fiber","Black",4.24,0.022,"samplewater, particulate, >125 to 355 um",4240,"samplewater",125,355,"plastic","dry","Central Bay"
"40","manta","CBNMS22-Manta-12Sept2017","Polyester","Fiber","Red",6.578,0.033,"samplewater, particulate, >125 to 355 um",6578,"samplewater",125,355,"plastic","dry","Central Bay"
"41","manta","CBNMS22-Manta-12Sept2017","Acrylic","Fiber","Black",6.649,0.017,"samplewater, particulate, >125 to 355 um",6649,"samplewater",125,355,"plastic","dry","Central Bay"
"42","manta","CBNMS22-Manta-12Sept2017","Polyester","Fiber","Light Blue",0.8,0.051,"samplewater, particulate, >125 to 355 um",800,"samplewater",125,355,"plastic","dry","Central Bay"
"43","manta","CBNMS22-Manta-12Sept2017","Polyester","Fiber","Light Blue",1.263,0.038,"samplewater, particulate, >125 to 355 um",1263,"samplewater",125,355,"plastic","dry","Central Bay"
"44","manta","CBNMS22-Manta-12Sept2017","Polyester","Fiber","Light Blue",4.094,0.031,"samplewater, particulate, >125 to 355 um",4094,"samplewater",125,355,"plastic","dry","Central Bay"
"45","manta","CBNMS23-Manta-12Sept2017","Polyester","Fiber","Red",3.54,0.02,"samplewater, particulate, >125 to 355 um",3540,"samplewater",125,355,"plastic","dry","Central Bay"
"46","manta","CBNMS23-Manta-12Sept2017","Acrylic","Fiber","Red",4.05,0.01,"samplewater, particulate, >125 to 355 um",4050,"samplewater",125,355,"plastic","dry","Central Bay"
"47","manta","CBNMS24-Manta-13Sept2017","Acrylic","Fiber","Red",1.3825,0.015659,"samplewater, particulate, >125 to 355 um",1382.5,"samplewater",125,355,"plastic","dry","Central Bay"
"48","manta","GFNMS25-Manta-Blank-11Sept2017","Polyester","Fiber","Dark Blue",2.997,0.017,"samplewater, particulate, >125 to 355 um",2997,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"49","manta","GFNMS25-Manta-Blank-11Sept2017","Polypropylene","Fiber","White",3.67,0.046,"samplewater, particulate, >125 to 355 um",3670,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"50","manta","GFNMS25-Manta-Blank-11Sept2017","Polyester","Fiber Bundle","White",0.718,0.231,"samplewater, particulate, >125 to 355 um",718,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"51","manta","GFNMS25-Manta-Blank-11Sept2017","Polyester","Fiber","Black",8.684,0.041,"samplewater, particulate, >125 to 355 um",8684,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"52","manta","GFNMS25-Manta-Blank-11Sept2017","Polyester","Fiber Bundle","White",1.1,0.457,"samplewater, particulate, >125 to 355 um",1100,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"53","manta","GFNMS25-Manta-Blank-11Sept2017","Polyester","Fiber Bundle","White",0.858,0.313,"samplewater, particulate, >125 to 355 um",858,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"54","manta","GFNMS25-Manta-Blank-11Sept2017","Polytetrafluoroethylene","Fiber Bundle","White",1.731,0.595,"samplewater, particulate, >125 to 355 um",1731,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"55","manta","GFNMS25-Manta-Blank-11Sept2017","Polyester","Fiber Bundle","White",0.754,0.512,"samplewater, particulate, >125 to 355 um",754,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"56","manta","GFNMS25-Manta-Blank-11Sept2017","Polyethylene","Fiber Bundle","White",0.982,0.472,"samplewater, particulate, >125 to 355 um",982,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"57","manta","GFNMS25-Manta-Blank-11Sept2017","Polyester","Fiber Bundle","White",1.25,0.258,"samplewater, particulate, >125 to 355 um",1250,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"58","manta","GFNMS25-Manta-11Sept2017","Polyester","Fiber","Black",4.73,0.04,"samplewater, particulate, >125 to 355 um",4730,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"59","manta","GFNMS25-Manta-11Sept2017","Polypropylene","Fiber","Gray",3.55,0.06,"samplewater, particulate, >125 to 355 um",3550,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"60","manta","GFNMS25-Manta-11Sept2017","Acrylic","Fiber","Pink",3.46,0.01,"samplewater, particulate, >125 to 355 um",3460,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"61","manta","GFNMS26-Manta-DUP-12Sept2017","Polyester","Fiber","Black",11.824,0.018,"samplewater, particulate, >125 to 355 um",11824,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"62","manta","GFNMS26-Manta-DUP-12Sept2017","Polyester","Fiber","Black",6.535,0.026,"samplewater, particulate, >125 to 355 um",6535,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"63","manta","GFNMS26-Manta-DUP-12Sept2017","Paint","Fiber","Dark Blue",1.665,0.025,"samplewater, particulate, >125 to 355 um",1665,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"64","manta","GFNMS27-Manta-13Sept2017","Polyethylene","Fiber","Blue",5.018,0.016,"samplewater, particulate, >125 to 355 um",5018,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"65","manta","GFNMS27-Manta-13Sept2017","Polyester","Fiber","Green",1.669,0.031,"samplewater, particulate, >125 to 355 um",1669,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"66","manta","GFNMS27-Manta-13Sept2017","Nylon","Fiber","Light Blue",5.168,0.016,"samplewater, particulate, >125 to 355 um",5168,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"67","manta","GFNMS27-Manta-13Sept2017","Polyester","Fiber","Black",1.592,0.026,"samplewater, particulate, >125 to 355 um",1592,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"68","manta","GFNMS27-Manta-13Sept2017","Polyester","Fiber","Clear",6.798,0.019,"samplewater, particulate, >125 to 355 um",6798,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"69","manta","GFNMS27-Manta-13Sept2017","Polyester","Fiber","Red",2.999,0.016,"samplewater, particulate, >125 to 355 um",2999,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"70","manta","GFNMS28-Manta-13Sept2017","Paint","Fiber","Dark Blue",4.544,0.021,"samplewater, particulate, >125 to 355 um",4544,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"71","manta","GFNMS28-Manta-13Sept2017","Polyethylene","Fiber","Black",4.796,0.022,"samplewater, particulate, >125 to 355 um",4796,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"72","manta","GFNMS28-Manta-13Sept2017","Polypropylene","Fiber","Black",3.553,0.072,"samplewater, particulate, >125 to 355 um",3553,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"73","manta","GFNMS28-Manta-13Sept2017","Nylon","Fiber","White",2.786,0.066,"samplewater, particulate, >125 to 355 um",2786,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"74","manta","GFNMS28-Manta-13Sept2017","Nylon","Fiber","White",2.877,0.048,"samplewater, particulate, >125 to 355 um",2877,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"75","manta","GFNMS28-Manta-13Sept2017","Polystyrene/acrylic copolymer","Fiber","Black",1.249,0.022,"samplewater, particulate, >125 to 355 um",1249,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"76","manta","GFNMS28-Manta-13Sept2017","Polyester","Fiber","Black",1.411,0.044,"samplewater, particulate, >125 to 355 um",1411,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"77","manta","MBNMS29-Manta-13Sept2017","Acrylic","Fiber","Pink",3.457,0.019,"samplewater, particulate, >125 to 355 um",3457,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"78","manta","LSB14-Manta-24Aug2017","Polypropylene","Fiber","Red",4.11,0.03,"samplewater, particulate, >125 to 355 um",4110,"samplewater",125,355,"plastic","dry","Lower South Bay"
"79","manta","LSB14-Manta-24Aug2017","Polypropylene","Fiber","Red",4.61,0.08,"samplewater, particulate, >125 to 355 um",4610,"samplewater",125,355,"plastic","dry","Lower South Bay"
"80","manta","LSB14-Manta-24Aug2017","Acrylic","Fiber","Green",5.64,0.03,"samplewater, particulate, >125 to 355 um",5640,"samplewater",125,355,"plastic","dry","Lower South Bay"
"81","manta","LSB14-Manta-24Aug2017","Acrylic","Fiber","Red",5.44,0.04,"samplewater, particulate, >125 to 355 um",5440,"samplewater",125,355,"plastic","dry","Lower South Bay"
"82","manta","LSB14-Manta-24Aug2017","Acrylic","Fiber","Dark Blue",4.38,0.03,"samplewater, particulate, >125 to 355 um",4380,"samplewater",125,355,"plastic","dry","Lower South Bay"
"83","manta","LSB14-Manta-24Aug2017","Polyester","Fiber Bundle","White",1.04,0.51,"samplewater, particulate, >125 to 355 um",1040,"samplewater",125,355,"plastic","dry","Lower South Bay"
"84","manta","LSB14-Manta-24Aug2017","Polypropylene","Fiber","Red",2.86,0.05,"samplewater, particulate, >125 to 355 um",2860,"samplewater",125,355,"plastic","dry","Lower South Bay"
"85","manta","LSB14-Manta-24Aug2017","Polypropylene","Fiber","Green",2.12,0.09,"samplewater, particulate, >125 to 355 um",2120,"samplewater",125,355,"plastic","dry","Lower South Bay"
"86","manta","LSB14-Manta-24Aug2017","Nylon","Fiber","Black",8.28,0.02,"samplewater, particulate, >125 to 355 um",8280,"samplewater",125,355,"plastic","dry","Lower South Bay"
"87","manta","LSB14-Manta-24Aug2017","Polypropylene","Fiber","Red",1.6,0.05,"samplewater, particulate, >125 to 355 um",1600,"samplewater",125,355,"plastic","dry","Lower South Bay"
"88","manta","LSB14-Manta-24Aug2017","Polyethylene","Fiber","Dark Blue",11.8,0.02,"samplewater, particulate, >125 to 355 um",11800,"samplewater",125,355,"plastic","dry","Lower South Bay"
"89","manta","LSB14-Manta-24Aug2017","Polypropylene","Fiber","Red",1.52,0.12,"samplewater, particulate, >125 to 355 um",1520,"samplewater",125,355,"plastic","dry","Lower South Bay"
"90","manta","LSB14-Manta-24Aug2017","Acrylic","Fiber","Dark Blue",2.43,0.05,"samplewater, particulate, >125 to 355 um",2430,"samplewater",125,355,"plastic","dry","Lower South Bay"
"91","manta","LSB14-Manta-24Aug2017","Acrylic","Fiber","Dark Blue",6.17,0.02,"samplewater, particulate, >125 to 355 um",6170,"samplewater",125,355,"plastic","dry","Lower South Bay"
"92","manta","MBNMS30-Manta-27Sept2017","Polyester","Fiber","Red",7.195,0.046,"samplewater, particulate, >125 to 355 um",7195,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"93","manta","MBNMS30-Manta-27Sept2017","Polyester","Fiber","Dark Blue",3.377,0.047,"samplewater, particulate, >125 to 355 um",3377,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"94","manta","MBNMS30-Manta-27Sept2017","Polyethylene","Fiber","Purple",2.823,0.032,"samplewater, particulate, >125 to 355 um",2823,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"95","manta","MBNMS30-Manta-27Sept2017","Polyester","Fiber","Blue",2.679,0.049,"samplewater, particulate, >125 to 355 um",2679,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"96","manta","MBNMS30-Manta-27Sept2017","Polypropylene","Fiber","Red",7.976,0.035,"samplewater, particulate, >125 to 355 um",7976,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"97","manta","MBNMS30-Manta-27Sept2017","Polyester","Fiber","Blue",2.527,0.048,"samplewater, particulate, >125 to 355 um",2527,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"98","manta","MBNMS30-Manta-27Sept2017","Acrylic","Fiber","Blue",2.914,0.052,"samplewater, particulate, >125 to 355 um",2914,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"99","manta","MBNMS32-Manta-27Sept2017","Polycaprolactone","Fiber","Clear",0.574,0.004,"samplewater, particulate, >125 to 355 um",574,"samplewater",125,355,"plastic","dry","National Marine Sanctuary"
"100","manta","SB10-Manta-23Aug2017","Polyester","Fiber Bundle","White",1.559,0.502,"samplewater, particulate, >125 to 355 um",1559,"samplewater",125,355,"plastic","dry","South Bay"
"101","manta","SB10-Manta-23Aug2017","Polyester","Fiber","White",6.831,0.044,"samplewater, particulate, >125 to 355 um",6831,"samplewater",125,355,"plastic","dry","South Bay"
"102","manta","SB10-Manta-23Aug2017","Polyester","Fiber Bundle","White",0.368,0.355,"samplewater, particulate, >125 to 355 um",368,"samplewater",125,355,"plastic","dry","South Bay"
"103","manta","SB10-Manta-23Aug2017","Acrylic","Fiber","White",5.153,0.038,"samplewater, particulate, >125 to 355 um",5153,"samplewater",125,355,"plastic","dry","South Bay"
"104","manta","SB11-Manta-23Aug2017","Polyester","Fiber","Black",4.204,0.031,"samplewater, particulate, >125 to 355 um",4204,"samplewater",125,355,"plastic","dry","South Bay"
"105","manta","SB11-Manta-23Aug2017","Polyester","Fiber","Black",5.764,0.038,"samplewater, particulate, >125 to 355 um",5764,"samplewater",125,355,"plastic","dry","South Bay"
"106","manta","SB11-Manta-23Aug2017","Polyester","Fiber","Black",2.211,0.042,"samplewater, particulate, >125 to 355 um",2211,"samplewater",125,355,"plastic","dry","South Bay"
"107","manta","SB11-Manta-23Aug2017","Polyester","Fiber Bundle","Yellow",10.032,0.282,"samplewater, particulate, >125 to 355 um",10032,"samplewater",125,355,"plastic","dry","South Bay"
"108","manta","SB11-Manta-23Aug2017","Polyester","Fiber Bundle","Purple",6.407,0.14,"samplewater, particulate, >125 to 355 um",6407,"samplewater",125,355,"plastic","dry","South Bay"
"109","manta","SB11-Manta-23Aug2017","Polyester","Fiber Bundle","Blue",5.486,0.123,"samplewater, particulate, >125 to 355 um",5486,"samplewater",125,355,"plastic","dry","South Bay"
"110","manta","SB11-Manta-23Aug2017","Polyester","Fiber Bundle","White",0.945,0.345,"samplewater, particulate, >125 to 355 um",945,"samplewater",125,355,"plastic","dry","South Bay"
"111","manta","SB11-Manta-23Aug2017","Polyester","Fiber Bundle","White",0.934,0.458,"samplewater, particulate, >125 to 355 um",934,"samplewater",125,355,"plastic","dry","South Bay"
"112","manta","SB11-Manta-23Aug2017","Polypropylene","Fiber","Clear",1.792,0.054,"samplewater, particulate, >125 to 355 um",1792,"samplewater",125,355,"plastic","dry","South Bay"
"113","manta","SB11-Manta-23Aug2017","Polyester","Fiber Bundle","White",0.949,0.343,"samplewater, particulate, >125 to 355 um",949,"samplewater",125,355,"plastic","dry","South Bay"
"114","manta","SB11-Manta-23Aug2017","Polyester","Fiber Bundle","White",2.635,0.361,"samplewater, particulate, >125 to 355 um",2635,"samplewater",125,355,"plastic","dry","South Bay"
"115","manta","SB11-Manta-23Aug2017","Acrylic","Fiber","Green",5.974,0.02,"samplewater, particulate, >125 to 355 um",5974,"samplewater",125,355,"plastic","dry","South Bay"
"116","manta","SB11-Manta-23Aug2017","Polyester","Fiber Bundle","Blue",1.538,1.006,"samplewater, particulate, >125 to 355 um",1538,"samplewater",125,355,"plastic","dry","South Bay"
"117","manta","SB11-Manta-23Aug2017","Polyester","Fiber Bundle","Blue",4.988,0.084,"samplewater, particulate, >125 to 355 um",4988,"samplewater",125,355,"plastic","dry","South Bay"
"118","manta","SB11-Manta-23Aug2017","Polyester","Fiber","Black",8.743,0.02,"samplewater, particulate, >125 to 355 um",8743,"samplewater",125,355,"plastic","dry","South Bay"
"119","manta","SB13-Manta-23Aug2017","Polypropylene","Fiber","Clear",5.154,0.085,"samplewater, particulate, >125 to 355 um",5154,"samplewater",125,355,"plastic","dry","South Bay"
"120","manta","SB13-Manta-23Aug2017","Polyester","Fiber","Clear",10.811,0.038,"samplewater, particulate, >125 to 355 um",10811,"samplewater",125,355,"plastic","dry","South Bay"
"121","manta","SB13-Manta-23Aug2017","Polyester","Fiber","Pink",2.144,0.017,"samplewater, particulate, >125 to 355 um",2144,"samplewater",125,355,"plastic","dry","South Bay"
"122","manta","SB13-Manta-23Aug2017","Polyester","Fiber","Black",2.135,0.026,"samplewater, particulate, >125 to 355 um",2135,"samplewater",125,355,"plastic","dry","South Bay"
"123","manta","SB13-Manta-23Aug2017","Polyester","Fiber Bundle","White",1.364,0.216,"samplewater, particulate, >125 to 355 um",1364,"samplewater",125,355,"plastic","dry","South Bay"
"124","manta","SB13-Manta-BLANK-23Aug2017","Polyester","Fiber Bundle","White",1.848,0.709,"samplewater, particulate, >125 to 355 um",1848,"samplewater",125,355,"plastic","dry","South Bay"
"125","manta","SB13-Manta-BLANK-23Aug2017","Nylon","Fiber","Pink",0.95,0.015,"samplewater, particulate, >125 to 355 um",950,"samplewater",125,355,"plastic","dry","South Bay"
"126","manta","SB13-Manta-BLANK-23Aug2017","Polyester","Fiber","Black",2.932,0.044,"samplewater, particulate, >125 to 355 um",2932,"samplewater",125,355,"plastic","dry","South Bay"
"127","manta","SB13-Manta-BLANK-23Aug2017","Polyester","Fiber Bundle","Clear",0.541,0.157,"samplewater, particulate, >125 to 355 um",541,"samplewater",125,355,"plastic","dry","South Bay"
"128","manta","SB13-Manta-BLANK-23Aug2017","Polyester","Fiber Bundle","White",0.664,0.147,"samplewater, particulate, >125 to 355 um",664,"samplewater",125,355,"plastic","dry","South Bay"
"129","manta","SPB2-Manta-21Aug2017","Polypropylene","Fiber","Red",6.48,0.06,"samplewater, particulate, >125 to 355 um",6480,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"130","manta","SPB2-Manta-21Aug2017","Polyester","Fiber","Light Blue",5.5,0.03,"samplewater, particulate, >125 to 355 um",5500,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"131","manta","SPB2-Manta-21Aug2017","Polyester","Fiber","Light Blue",5.25,0.05,"samplewater, particulate, >125 to 355 um",5250,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"132","manta","SPB2-Manta-21Aug2017","Polyester","Fiber","Black",3.1,0.05,"samplewater, particulate, >125 to 355 um",3100,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"133","manta","SPB3-Manta-Blank-21Aug2017","Polyester","Fiber Bundle","White",1.092,0.367,"samplewater, particulate, >125 to 355 um",1092,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"134","manta","SPB3-Manta-Blank-21Aug2017","Polyester","Fiber","Blue",0.673,0.016,"samplewater, particulate, >125 to 355 um",673,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"135","manta","SPB3-Manta-Blank-21Aug2017","Polyethylene","Fiber","White",2.005,0.012,"samplewater, particulate, >125 to 355 um",2005,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"136","manta","SPB3-Manta-Blank-21Aug2017","Polyester","Fiber Bundle","White",0.618,0.296,"samplewater, particulate, >125 to 355 um",618,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"137","manta","SPB3-Manta-Blank-21Aug2017","Polyester","Fiber Bundle","White",1.046,0.417,"samplewater, particulate, >125 to 355 um",1046,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"138","manta","SPB3-Manta-21Aug2017","Polyester","Fiber","Blue",2.189,0.026,"samplewater, particulate, >125 to 355 um",2189,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"139","manta","SPB3-Manta-21Aug2017","Polyester","Fiber","Blue",2.047,0.04,"samplewater, particulate, >125 to 355 um",2047,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"140","manta","SPB3-Manta-21Aug2017","Polyester","Fiber","Gray",3.544,0.027,"samplewater, particulate, >125 to 355 um",3544,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"141","manta","SPB3-Manta-21Aug2017","Polyethylene","Fiber","Clear",2.912,0.032,"samplewater, particulate, >125 to 355 um",2912,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"142","manta","SPB3-Manta-21Aug2017","Polypropylene","Fiber","Red",2.671,0.048,"samplewater, particulate, >125 to 355 um",2671,"samplewater",125,355,"plastic","dry","San Pablo Bay"
"143","manta","CB7-Manta-16Nov2017","Polyester","Fiber","Pink",1.115,0.026,"samplewater, particulate, >125 to 355 um",1115,"samplewater",125,355,"plastic","wet","Central Bay"
"144","manta","CB7-Manta-16Nov2017","Polyester","Fiber","Black",1.435,0.019,"samplewater, particulate, >125 to 355 um",1435,"samplewater",125,355,"plastic","wet","Central Bay"
"145","manta","CB7-Manta-16Nov2017","Polyester","Fiber","Pink",3.782,0.013,"samplewater, particulate, >125 to 355 um",3782,"samplewater",125,355,"plastic","wet","Central Bay"
"146","manta","CB7-Manta-16Nov2017","Polyester","Fiber","Gray",5.083,0.023,"samplewater, particulate, >125 to 355 um",5083,"samplewater",125,355,"plastic","wet","Central Bay"
"147","manta","CB7-Manta-16Nov2017","Polyester","Fiber","Pink",2.359,0.035,"samplewater, particulate, >125 to 355 um",2359,"samplewater",125,355,"plastic","wet","Central Bay"
